,bias,factuality,owner,source,owner_type,transgend,state,gender,school,sex,lgbtq,new,legal,board,peopl,chang,marriag,year,vote,greec,say,tran,member,woman,polici,wednesday,said,alberta,minist,public,right,orthodox,youth,child,govern,social,thi,prime,propos,univers,identifi,train,utah,depart,educ,student,record,girl,post,surgeri,rule,game,group,plan,countri,report,becom,accord,question,day,lawmak,church,mother,court,parliament,offici,hous,alabama,christian,coupl,senat,gov,conserv,sunak,ghey,law,time,survey,health,face,commun,activist,leader
0,Center,High Factuality,Government of the United Kingdom,https://www.bbc.co.uk/news/world-europe-68310126?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.36185977025067545,0.0,0.0,0.19170223660106134,0.0,0.0,0.0,0.19342000788830802,0.0,0.2008549885030934,0.2167509019505282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2387886839577894,0.0,0.2141931001996993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22223515118331957,0.0,0.23158666343775133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24275860724717152,0.23507506873052958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/world/2024/feb/15/greece-becomes-first-orthodox-christian-country-to-legalise-same-sex-marriage?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20744205029886403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2095274618305224,0.0,0.0,0.0,0.21168872293272897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2162623737254862,0.24278438188183912,0.0,0.0,0.22952337780366266,0.22952337780366266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Lean Left,High Factuality,The Hindu Group,https://www.thehindu.com/news/international/greece-legalises-same-sex-marriage-in-landmark-change/article67851163.ece?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.17910573180972142,0.0,0.0,0.0,0.0,0.0,0.0,0.19146992789764442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20082878250072017,0.0,0.0,0.2120335838011743,0.0,0.202900317334533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21999455401720347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23270501822313844,0.0,0.0,0.21999455401720347,0.0,0.0,0.2229162677681844,0.0,0.0,0.0,0.0,0.23270501822313844,0.0,0.0
3,Center,High Factuality,Bell Media,https://www.ctvnews.ca/world/greece-becomes-first-orthodox-christian-country-to-legalize-same-sex-civil-marriage-1.6770770?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2121804766941618,0.0,0.0,0.224813451449287,0.0,0.0,0.0,0.2268279198182193,0.0,0.0,0.25418857513723164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2800327693583436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2606200754707291,0.0,0.2715868006559139,0.0,0.0,0.0,0.0,0.2756777306723198,0.0,0.0,0.0,0.2606200754707291,0.0,0.0,0.28468838617585734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/world/europe/greece-same-sex-marriage-ukraine-russia-b2497280.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.26558497423251526,0.0,0.0,0.2813975896394268,0.0,0.0,0.0,0.28391908708438857,0.0,0.0,0.3181662480442478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35051526414231093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33994349799703694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3563426705643358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Center,High Factuality,The Woodbridge Company,https://www.reuters.com/world/europe/yes-equality-says-greek-pm-ahead-same-sex-marriage-vote-2024-02-15/?utm_source=ground.news&utm_medium=referral,Private Equity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-athlete-utah-school-board-censure-63e25c6c71d9f18586bd8a036dc29a52?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.13634944844591274,0.14754629888652046,0.16919383216861067,0.0,0.0,0.0,0.0,0.19428703748601137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19428703748601137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901781347318582,0.0,0.0,0.0,0.0,0.0,0.0,0.20893905225216455,0.0,0.19428703748601137,0.0,0.0,0.0,0.19219306768107694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20111198273773404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118256680139484,0.2062005347442503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4471326-utah-board-education-member-censured-questioning-student-gender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.08124420994294512,0.08791588539352345,0.0,0.0,0.0,0.0,0.0,0.5788324427644402,0.0,0.0,0.0,0.0,0.11104491885303373,0.0,0.0,0.0,0.34729946565866415,0.0,0.0,0.10244638370242097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12449693357717201,0.0,0.11576648855288804,0.11983315175688346,0.0,0.0,0.11451879063855608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11983315175688346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/15/utah-school-board-seeks-resignation-of-member-who-questioned-athletes-gender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.06743388791386234,0.07297147655984602,0.08367762425310304,0.0,0.0,0.0,0.0,0.5765273182228615,0.0,0.0,0.0,0.0,0.1843378282981176,0.0,0.0,0.0,0.19217577274095385,0.0,0.0,0.08503200364211902,0.09127375692834523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09405576016145571,0.0,0.0,0.0,0.0,0.0,0.0,0.10333428401061821,0.0,0.09608788637047692,0.0,0.0,0.09608788637047692,0.09505227877007674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09946327657827435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Lean Right,Mixed Factuality,Deseret Management Corporation,https://mynorthwest.com/3950995/utah-school-board-seeks-resignation-of-member-who-questioned-athletes-gender/?utm_source=ground.news&utm_medium=referral,Corporation,0.0,0.07198280095254254,0.07789394079027626,0.08932229709914954,0.0,0.0,0.0,0.0,0.5128486145861617,0.0,0.0,0.0,0.0,0.19677277423714476,0.0,0.0,0.0,0.20513944583446472,0.0,0.0,0.09076803936597977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1004005148092664,0.0,0.0,0.0,0.0,0.0,0.0,0.11030494351758627,0.0,0.10256972291723236,0.0,0.0,0.10256972291723236,0.10146425594697893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10617280808674541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Center,High Factuality,Howard Buffett,https://www.local10.com/news/national/2024/02/15/utah-legislature-votes-to-reprimand-school-board-member-who-questioned-a-students-gender/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.23972259533370804,0.08646944084752538,0.09915596780724395,0.0,0.0,0.0,0.0,0.34158548785270293,0.0,0.0,0.0,0.0,0.21843588332645084,0.0,0.0,0.0,0.22772365856846863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11145380870811845,0.0,0.0,0.0,0.0,0.0,0.0,0.24489727164694208,0.0,0.22772365856846863,0.0,0.0,0.11386182928423431,0.11263465923964011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11786158532139064,0.11647074188508823,0.11386182928423431,0.0,0.0,0.0,0.0,0.12084372889291747,0.0,0.0,0.0,0.0,0.0,0.0,0.12084372889291747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Center,High Factuality,Graham Holdings,https://www.news4jax.com/news/national/2024/02/15/utah-legislature-votes-to-reprimand-school-board-member-who-questioned-a-students-gender/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.23972259533370804,0.08646944084752538,0.09915596780724395,0.0,0.0,0.0,0.0,0.34158548785270293,0.0,0.0,0.0,0.0,0.21843588332645084,0.0,0.0,0.0,0.22772365856846863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11145380870811845,0.0,0.0,0.0,0.0,0.0,0.0,0.24489727164694208,0.0,0.22772365856846863,0.0,0.0,0.11386182928423431,0.11263465923964011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11786158532139064,0.11647074188508823,0.11386182928423431,0.0,0.0,0.0,0.0,0.12084372889291747,0.0,0.0,0.0,0.0,0.0,0.0,0.12084372889291747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,Lean Left,High Factuality,Independent Media,https://apnews.com/article/same-sex-marriage-orthodox-church-greece-lgbtq-16b1f311b703d228301a5e5713069cd3?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.16500862146289103,0.0,0.0,0.17483303972133143,0.0,0.0,0.0,0.17639965251114642,0.0,0.0,0.19767750091102124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.435552054139837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21120776181658193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2213966095338966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/greece-legalized-same-sex-marriage-orthodox-countries-join-107284602?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.26558497423251526,0.0,0.0,0.2813975896394268,0.0,0.0,0.0,0.28391908708438857,0.0,0.0,0.3181662480442478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35051526414231093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33994349799703694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3563426705643358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Center,High Factuality,,https://www.winnipegfreepress.com/arts-and-life/life/faith/2024/02/15/greece-just-legalized-same-sex-marriage-will-other-orthodox-countries-join-them-any-time-soon?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.26378480011198835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Center,High Factuality,Hubbard Broadcasting,https://wtop.com/europe/2024/02/greece-just-legalized-same-sex-marriage-will-other-orthodox-countries-join-them-any-time-soon/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.18271050527761204,0.0,0.0,0.09679443638612896,0.0,0.0,0.0,0.097661774746585,0.0,0.0,0.10944202719004857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09855580459021275,0.0,0.361708081588732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11221113840596936,0.0,0.1169329109532005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12257385715989877,0.0,0.0,0.0,0.0,0.0,0.0,0.11370139723332337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lean Left,High Factuality,,https://www.thereminder.ca/religion-news/greece-just-legalized-same-sex-marriage-will-other-orthodox-countries-join-them-any-time-soon-8316506?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.19052912156260476,0.0,0.0,0.2018730002281521,0.0,0.0,0.0,0.20368190788416402,0.0,0.0,0.22825062270905663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514576194090376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24387349563529992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25563816700886016,0.0,0.0,0.0,0.0,0.0,0.0,0.23713389990783806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Lean Left,High Factuality,Glacier Media,https://www.rmoutlook.com/lifestyle/greece-just-legalized-same-sex-marriage-will-other-orthodox-countries-join-them-any-time-soon-8316742?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.19052912156260476,0.0,0.0,0.2018730002281521,0.0,0.0,0.0,0.20368190788416402,0.0,0.0,0.22825062270905663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2514576194090376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24387349563529992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25563816700886016,0.0,0.0,0.0,0.0,0.0,0.0,0.23713389990783806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Right,Mixed Factuality,Tucker Carlson,https://dailycaller.com/2024/02/15/exclusive-prominent-trans-surgeon-admits-in-unearthed-video-that-complications-of-genital-surgery-can-be-pretty-bad/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.09058396953971647,0.09802261465939296,0.0,0.0,0.0,0.10668411537201537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12031893784102002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29928133328882583,0.0,0.0,0.0,0.0,0.13525909401771674,0.0,0.0,0.13525909401771674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12260807545212105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Right,Mixed Factuality,Star News Network,https://theohiostar.com/news/prominent-trans-surgeon-admits-in-unearthed-video-that-complications-of-genital-surgery-can-be-pretty-bad/ohstarstaff/2024/02/16/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0868877831489077,0.09402290194933466,0.0,0.0,0.0,0.10233097896877326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154094464280879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28706946405030404,0.0,0.0,0.0,0.0,0.12973998478589835,0.0,0.0,0.12973998478589835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11760517811617811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Right,Low Factuality,The Heritage Foundation,https://www.dailysignal.com/2024/02/15/in-unearthed-video-prominent-surgeon-admits-complications-of-trans-genital-surgery-can-be-pretty-bad/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.09058396953971647,0.09802261465939296,0.0,0.0,0.0,0.10668411537201537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12031893784102002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29928133328882583,0.0,0.0,0.0,0.0,0.13525909401771674,0.0,0.0,0.13525909401771674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12260807545212105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Right,Mixed Factuality,Star News Network,https://floridacapitalstar.com/news/prominent-trans-surgeon-admits-in-unearthed-video-that-complications-of-genital-surgery-can-be-pretty-bad/gastarnewsstaff/2024/02/16/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0868877831489077,0.09402290194933466,0.0,0.0,0.0,0.10233097896877326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154094464280879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28706946405030404,0.0,0.0,0.0,0.0,0.12973998478589835,0.0,0.0,0.12973998478589835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11760517811617811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Right,Mixed Factuality,Star News Network,https://themichiganstar.com/news/prominent-trans-surgeon-admits-in-unearthed-video-that-complications-of-genital-surgery-can-be-pretty-bad/mistarstaff/2024/02/16/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0868877831489077,0.09402290194933466,0.0,0.0,0.0,0.10233097896877326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1154094464280879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28706946405030404,0.0,0.0,0.0,0.0,0.12973998478589835,0.0,0.0,0.12973998478589835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11760517811617811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Right,Mixed Factuality,Star News Network,https://arizonasuntimes.com/news/prominent-trans-surgeon-admits-in-unearthed-video-that-complications-of-genital-surgery-can-be-pretty-bad/azstarnewsstaff/2024/02/16/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4473020-house-democrats-question-johnsons-invitation-of-far-right-preacher-known-for-anti-lgbtq-views/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0845761302776756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2072970867924224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Center,High Factuality,FiscalNote,https://rollcall.com/2024/02/15/house-members-raise-questions-about-johnsons-invite-of-hate-preacher/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09783395030620268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1025213402175465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09293234076519138,0.0,0.0,0.09783395030620268,0.0,0.0,0.0,0.0,0.0,0.2025413530386658,0.0,0.11342203499768265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Center,High Factuality,,https://triblive.com/news/politics-election/house-members-raise-questions-about-speaker-johnsons-invite-of-hate-preacher/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11944233372393745,0.0,0.0,0.12574218238546173,0.0,0.0,0.0,0.0,0.0,0.2603185466259501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Lean Right,Mixed Factuality,,https://www.christianpost.com/news/44-percent-trans-identified-report-serious-psychological-distress.html?utm_source=ground.news&utm_medium=referral,,0.08474172376966356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1494498241934258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16595767028570488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.163999261735612,0.0,0.15229319382145265,0.0,0.163999261735612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Center,High Factuality,Bell Media,https://calgary.ctvnews.ca/legal-experts-raise-concerns-about-alberta-s-plans-for-transgender-youth-1.6770356?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.11517159801420272,0.0,0.0,0.0,0.0,0.0,0.0,0.19948566594114683,0.0,0.0,0.1944225955131448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20901003477869257,0.0,0.0,0.22288969597290162,0.0,0.0,0.0,0.0,0.22288969597290162,0.0,0.0,0.0,0.0,0.0,0.0,0.2255513487248795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2343295729833784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/calgary/trans-letter-law-professors-rights-smith-1.7116436?utm_source=ground.news&utm_medium=referral,Government,0.11517159801420272,0.0,0.0,0.0,0.0,0.0,0.0,0.19948566594114683,0.0,0.0,0.1944225955131448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20901003477869257,0.0,0.0,0.22288969597290162,0.0,0.0,0.0,0.0,0.22288969597290162,0.0,0.0,0.0,0.0,0.0,0.0,0.2255513487248795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2343295729833784,0.0,0.0,0.0,0.0,0.0,0.0,0.0
