,bias,factuality,owner,source,owner_type,transgend,state,gender,school,sex,lgbtq,new,legal,board,peopl,chang,marriag,year,vote,greec,say,tran,member,woman,polici,wednesday,said,alberta,minist,public,right,orthodox,youth,child,govern,social,thi,prime,propos,univers,identifi,train,utah,depart,educ,student,record,girl,post,surgeri,rule,game,group,plan,countri,report,becom,accord,question,day,lawmak,church,mother,court,parliament,offici,hous,alabama,christian,coupl,senat,gov,conserv,sunak,ghey,law,time,survey,health,face,commun,activist,leader
73,Lean Left,High Factuality,Independent Media,https://apnews.com/article/japan-lgbtq-samesex-marriage-lawsuit-bd8eb6d32d3346e0df54436bb6709fe2?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.15397861234031682,0.1505204869205885,0.0,0.1631463168946254,0.0,0.0,0.0,0.16460820937825268,0.0,0.0,0.0,0.0,0.0,0.1782037692868092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822869467847874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.20005834223493088,0.0
74,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/valentines-day-lgbtq-activists-japan-call-same-sex-107221713?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.15397861234031682,0.1505204869205885,0.0,0.1631463168946254,0.0,0.0,0.0,0.16460820937825268,0.0,0.0,0.0,0.0,0.0,0.1782037692868092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822869467847874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.20005834223493088,0.0
75,Lean Left,Mixed Factuality,Jeff Bezos,https://www.washingtonpost.com/lifestyle/2024/02/14/japan-lgbtq-samesex-marriage-lawsuit/43cf3508-cb35-11ee-aa8e-1e5794a4b2d6_story.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.15397861234031682,0.1505204869205885,0.0,0.1631463168946254,0.0,0.0,0.0,0.16460820937825268,0.0,0.0,0.0,0.0,0.0,0.1782037692868092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1822869467847874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20005834223493088,0.20005834223493088,0.0
76,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/14/on-valentines-day-lgbtq-activists-in-japan-call-for-the-right-for-same-sex-couples-to-marry/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.18635502967367948,0.09108488958384532,0.0,0.19745038784252547,0.0,0.0,0.0,0.09960983307025045,0.0,0.0,0.0,0.0,0.0,0.2156739056720904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10447866001857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10904663960352999,0.0,0.0,0.0,0.0,0.0,0.0,0.11030781762769847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631856178304058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12106187261013526,0.12106187261013526,0.0
77,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/the-mix/on-valentines-day-lgbtq-activists-in-japan-call-for-the-right-for-same-sex-couples-to-marry-8304767?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.1399597284032582,0.13681644579294436,0.0,0.14829276518025208,0.0,0.0,0.0,0.14962156060095008,0.0,0.0,0.0,0.0,0.0,0.16197932148326172,0.0,0.0,0.14334196301506505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1656907487065196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18184415886358546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18184415886358546,0.18184415886358546,0.0
78,Center,High Factuality,Government of the United Kingdom,https://www.bbc.com/news/av/world-europe-68312206?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.2576395872366331,0.0,0.0,0.0,0.0,0.0,0.0,0.2754252066270248,0.0,0.0,0.3086478105759964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3400290556148048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.316457242984912,0.0,0.3297735602732421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34568212612291327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/world/2024/feb/15/gay-greeks-mps-vote-on-legalising-same-sex-marriage?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0994462994156812,0.0,0.11820668753153542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11063891608382619,0.0,0.0,0.0,0.0,0.11178014875869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12119756290770153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12119756290770153,0.0,0.0,0.0,0.0,0.12819990572508067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Lean Left,High Factuality,The Hindu Group,https://www.thehindu.com/news/international/greece-to-vote-on-legalising-same-sex-marriage-in-a-first-for-an-orthodox-christian-country/article67850633.ece?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2118919463215601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20939148341039987,0.20470117174294386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Lean Left,Mixed Factuality,Independent Media,https://www.ndtv.com/world-news/greece-set-to-legalize-marriage-adoption-by-same-sex-couples-5062508?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.15997237242487497,0.0,0.0,0.0,0.0,0.0,0.0,0.17101573637155598,0.0,0.0,0.19164416086506222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21112925736109758,0.0,0.0,0.1812250495938816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19649315726016398,0.0,0.0,0.0,0.0,0.0,0.0,0.20784579847996054,0.0,0.0,0.19649315726016398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19649315726016398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-same-sexmarriage-debate-explainer-e105f8b7db5c3d4e92a589b898e51756?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.18919238187203832,0.0,0.0,0.20045667263662414,0.0,0.0,0.0,0.20225288911639733,0.0,0.0,0.45329846293248205,0.0,0.0,0.0,0.0,0.0,0.19376436146615483,0.0,0.0,0.0,0.0,0.0,0.24969340941529675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23238392905040697,0.0,0.0,0.0,0.0,0.22397462298317833,0.2189576529981427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2538446265702028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Center,Low Factuality,HT Media,https://www.hindustantimes.com/world-news/greek-parliament-to-vote-on-legalizing-same-sex-marriage-in-first-for-an-orthodox-christian-country-101707990643087.html?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.26876800456120514,0.0,0.0,0.28477013383109623,0.0,0.0,0.0,0.2873218513698875,0.0,0.2983663778305262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3547161822087711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301262148346653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3301262148346653,0.0,0.0,0.0,0.3606134299741645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Left,Mixed Factuality,,https://www.lgbtqnation.com/2024/02/transgender-teen-stabbed-14-times-in-a-park-while-attackers-shouted-slurs/?utm_source=ground.news&utm_medium=referral,,0.058768161766907724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19365054215222882,0.0,0.0,0.09682527107611441,0.0,0.0,0.0,0.0,0.0,0.10364305862018974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1150912063143669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1124327154965103,0.0,0.0,0.11373305515390213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Lean Left,High Factuality,Independent Media,https://apnews.com/article/nebraska-colleges-diversity-tenure-4301096751504e05d723c841dc3671eb?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1947922772771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20673675536115094,0.0,0.0,0.0,0.0,0.0,0.1947922772771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/nebraska-gop-bills-target-college-professor-tenure-diversity-107213559?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16457429337330054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17466583328378268,0.0,0.0,0.0,0.0,0.0,0.16457429337330054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0800523251389485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10941584582204586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10633019044500151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11807515186132964,0.11807515186132964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2644857221668858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.07863699610212929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10748136829861,0.0,0.10445026746005244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10445026746005244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11598757738218601,0.11598757738218601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11205141776237018,0.0,0.0,0.12216649513291904,0.0,0.0,0.11598757738218601,0.0,0.0,0.0,0.2598096016200166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/13/nebraska-gop-bills-target-college-professor-tenure-and-diversity-equity-and-inclusion/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.1642415530131169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10190234750614527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12112606523485628,0.0,0.0,0.0,0.0,0.0,0.23403105132235477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12419080694692038,0.0,0.0,0.0,0.0,0.0,0.11701552566117739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/news-pmn/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.10078250414616102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13386522928328545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14865164080328866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16648818972227225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Lean Left,Mixed Factuality,Gannett,https://www.usatoday.com/story/tech/gaming/2024/02/13/glaad-gaming-report-video-games-lgbtq-representation/72584494007/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.18614576721193396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2370010285080223,0.0,0.0,0.0,0.22543073209613665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/17-gamers-identify-lgbtq-finds-new-industry-report-20273476/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.1254020619341669,0.0,0.0,0.0,0.4527882013715838,0.07384533991639396,0.0,0.0,0.0,0.0,0.0,0.07780469837728622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09248243246464129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28824525808095586,0.09034618152598377,0.0,0.0,0.27417323866267623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465936-1-in-5-active-gamers-identify-as-lgbtq-but-community-is-underrepresented-in-video-games-report/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.19636995906109586,0.09607807579112228,0.0,0.0,0.10122948470494834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25001848262587967,0.0,0.0,0.0,0.11890633962799337,0.0,0.11041894967038887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Center,High Factuality,,https://www.benzinga.com/general/gaming/24/02/37104505/17-of-gamers-identify-as-lgbtq-industry-suffers-from-lack-of-representation-study?utm_source=ground.news&utm_medium=referral,,0.0,0.11222459037222152,0.0,0.0,0.0,0.2701389415801742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16552842815965235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17197062268323568,0.0,0.0,0.0,0.1635750849460894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18864653010071158,0.0,0.0,0.0,0.0,0.0
95,Center,High Factuality,News World Communications,https://www.upi.com/Top_News/US/2024/02/13/GLAAD-study-LGBTQ-video-games/2071707868035/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.2977321700124969,0.1456716400649452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3790729790409291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Center,Mixed Factuality,Forbes Family (Publishers),https://www.forbes.com/sites/maryroeloffs/2024/02/13/new-study-shows-more-gamers-than-ever-identify-as-lgbtq-but-representation-lags-behind/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.1577002695072671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19326260463742978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20078418450773375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,,https://www.windycitytimes.com/lgbt/Human-Rights-Campaign-report-releases-new-data-on-experiences-of-Black-queer-youth/76645.html?utm_source=ground.news&utm_medium=referral,,0.07995673233599528,0.0,0.0,0.0,0.0,0.12777317304937919,0.125031350650646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29312369960621526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15127283678764553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15473894665557167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1626809670829569,0.0,0.0,0.0,0.0,0.0,0.0
98,Lean Right,Mixed Factuality,Living Media,https://www.indiatoday.in/india/telangana/story/transgender-beaten-to-death-telangana-rumours-children-kidnapping-police-case-2501723-2024-02-14?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09478121522220476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561596718511144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18342852412462132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Lean Left,High Factuality,Independent Media,https://apnews.com/article/fact-check-houston-texas-church-shooter-transgender-641478749917?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.12241483715822951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15778522111328355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1809628158144797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Right,Low Factuality,Herring Networks,https://www.oann.com/video/oan-contribution/texas-church-shooter-identified-officers-found-anti-semitic-writings/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25950249190989066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Center,High Factuality,Advance Publications,https://spectrumlocalnews.com/tx/south-texas-el-paso/news/2024/02/14/megachurch-shooter-has-not-been-identified-as-transgender--despite-claims-online?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.14800504008740084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1907694240191292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21879217773521706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Right,Mixed Factuality,Star News Network,https://floridacapitalstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1590212050640945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3114261492980158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3377541813755614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
