,bias,factuality,owner,source,owner_type,said,new,transgend,thi,gender,school,state,tran,right,peopl,sunak,share,sex,year,lgbtq,marriag,brianna,ghey,student,report,press,say,polici,minist,nginx,alberta,child,forbidden,comment,support,rule,woman,cline,chang,greec,law,health,parent,polit,time,associ,legal,care,court,sport,church,commun,use,prime,orthodox,mother,smith,public,board,feb,surgeri,februari,youth,star,propos,stori,countri,famili,day,life,weather,vote,issu,pleas,video,depart,govern,group,javascript,email,affirm,news,district,game,colorado,privaci,busi,make,member,coupl,parliament,read,post,advertis,like,social,educ,nation,sign,athlet,parti,think,elect,world,need,daili,protest,follow,leader,citi,girl,includ,man,hous,just,murder,provid,polic,contact,identifi,labour,wednesday,survey,articl,week,ident,free,requir,japan,daughter,home,letter,event,plan,republican,biden,twitter,apologis,organ,legisl,colleg,hospit,becaus,case,parkrun,facebook,utah,told,live,want,ani,old,accord,respond,civil,onli,set,browser,campaign,ralli,record,file,question,subscrib,idaho,trump,starmer,kid
64,Lean Left,High Factuality,,https://www.register-herald.com/health/aclu-sues-children-s-hospital-colorado-for-halting-adult-gender-affirming-surgeries/article_2112468e-cb87-11ee-a4f9-2b272b9c30b8.html?utm_source=ground.news&utm_medium=referral,,0.035968841216107016,0.0,0.05303179254378252,0.03651199641525136,0.15338309441069783,0.0,0.04745708207145011,0.016326884441150175,0.0,0.0,0.0,0.015655917738820507,0.0,0.012736762031238805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016926971264751667,0.0,0.0,0.0,0.0,0.016502746082391898,0.0,0.0,0.0,0.0,0.01686512931994557,0.019745986343808745,0.0,0.028895348229522725,0.0,0.019577795137525805,0.07605085866427427,0.018857573451268133,0.0,0.0,0.016682113501203445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033853942529503335,0.2896156447858554,0.03057289562612179,0.0,0.0,0.0,0.0,0.0,0.015929433252126222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1255396609649176,0.015602198370008084,0.02687451890832496,0.0,0.23178004322446277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01804904911767081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015286447813060895,0.0,0.0,0.0,0.0,0.03500710147567549,0.0,0.0,0.021839114208034943,0.0,0.019412690183219596,0.0,0.0,0.0,0.01777216673152882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02632902052849189,0.30021492455802423,0.07247848709581489,0.0,0.0,0.019577795137525805,0.0,0.0,0.0,0.0,0.019091300035019184,0.018705061875574594,0.03638150464527073,0.0,0.019412690183219596,0.016443742805065446,0.0,0.0,0.0,0.0,0.0,0.03983476276808085,0.0,0.0,0.0,0.0,0.0,0.0
65,Lean Right,Mixed Factuality,Reach Plc,https://www.express.co.uk/news/uk/1866457/trans-teen-stabbed-rollerskating-harrow-london?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.008952514656397542,0.061010769241859934,0.019799132413694926,0.02726311207063545,0.0,0.012019921745426423,0.0,0.07314664614134227,0.029514623783240747,0.03862970092418382,0.04399951447288775,0.0,0.0,0.03804160876063533,0.0,0.0,0.04327299323035646,0.04399951447288775,0.0,0.05411595235511276,0.0,0.01925552423004734,0.021366425613325832,0.0,0.0,0.0,0.012639186018724132,0.0,0.09718320451752166,0.011690104124348101,0.0,0.012322421672060548,0.0,0.0,0.0,0.0,0.025186018617342733,0.0,0.0363149085747321,0.03236376510923084,0.0,0.0,0.0,0.056322983003735436,0.02594325386120247,0.0,0.012456353380019337,0.010546092029713372,0.0,0.0,0.033609876072498095,0.0,0.022828449868893878,0.0,0.025278372037448264,0.0,0.022828449868893878,0.0,0.0,0.0,0.011570480462287903,0.0,0.011894335194254658,0.02370597862151211,0.06559648139265925,0.05782669485338606,0.0,0.02362379261772068,0.0,0.013424743643188878,0.0,0.0,0.012501597220119601,0.0,0.0,0.0,0.03494997736131497,0.0,0.01834737636282055,0.0,0.011649992453771657,0.013799588206747303,0.011299372823752332,0.0,0.0,0.0,0.024382215380447422,0.0,0.029237054959139697,0.021435869539103106,0.02654056863005712,0.0,0.0,0.01327028431502856,0.0,0.06249273631002143,0.0,0.0,0.026139423326651805,0.0,0.07740113971290695,0.03293786756083836,0.0758351161123448,0.0,0.06791418820007653,0.08113758966923372,0.0,0.015002556849569552,0.028047130218135045,0.03644370169407062,0.07518181876528386,0.0,0.09417491529549854,0.013069711663325902,0.016307029925330493,0.04476757321288716,0.0,0.0,0.044811024553858284,0.0,0.0,0.0,0.0,0.0,0.0,0.0267457232979348,0.0,0.0,0.061639498314565534,0.0,0.0,0.02716567528003061,0.0,0.0,0.0,0.0,0.03736120516125272,0.0,0.01282713351506984,0.0,0.029237054959139697,0.0,0.039810852945085684,0.0,0.0,0.014255266858304201,0.041900601030045045,0.0,0.0,0.0,0.012278364564254362,0.016387494178861827,0.0,0.0,0.0,0.016551372665813496,0.0,0.0,0.015135604461880581,0.0,0.014374184739086845,0.04437805696233306,0.0
66,Lean Left,Mixed Factuality,Reach Plc,https://www.mirror.co.uk/news/uk-news/trans-girl-stabbed-14-times-32121710?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.013973678867176736,0.013604236663365684,0.046355699289468526,0.11347753120893041,0.0,0.0,0.0,0.019028689752171254,0.015356127690068201,0.04522185018685338,0.0,0.0,0.0,0.05937786698087368,0.0,0.0,0.0,0.0,0.0,0.05068066138901407,0.0,0.015027649902675223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018246690145406766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03367700792655359,0.0,0.0,0.0,0.10989081106575284,0.0,0.0,0.0,0.0329220803278097,0.0,0.0,0.026230262279832026,0.0,0.053448238804402456,0.0,0.01972808013689761,0.0,0.03563215920293498,0.0,0.0,0.0,0.01805997359673847,0.0,0.018565467549868736,0.01850093215164112,0.0,0.0,0.0,0.0,0.025328986672686706,0.02095423059821947,0.0,0.0,0.019513322411139913,0.0,0.01830967513424113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03527362161351768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04142628046117262,0.0,0.0731571068780681,0.0,0.0,0.0,0.0,0.0,0.0,0.03945616027379522,0.0,0.0,0.10131594669074682,0.03563215920293498,0.023416986137256585,0.0,0.0,0.08801157823229154,0.04080014625597963,0.04899815207199778,0.020400073127989814,0.02545309426454523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05831584789877708,0.0,0.020021441059345023,0.0,0.0,0.0,0.0,0.0216256258538892,0.019656004464063164,0.022250566336856136,0.08720165087428064,0.021200994197863764,0.0,0.0,0.0,0.025578688210189365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022436181255278458,0.0,0.0
67,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/transgender-girl-stabbed-14-times-violent-birthday-party-attack-20274868/?utm_source=ground.news&utm_medium=referral,Independent,0.025238440763106818,0.03685676382210417,0.04186247521752379,0.2690053721189264,0.0,0.0,0.0,0.0,0.0,0.05445137237361774,0.0,0.06591220719109846,0.0,0.013405603426637184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013571030774446505,0.015058765270378414,0.0,0.0,0.0,0.0178158517394608,0.0,0.0,0.016478051797774614,0.0,0.01736934935962833,0.0,0.03376715500924133,0.0,0.0,0.0,0.0,0.0,0.030412720147358293,0.0,0.0,0.0,0.11908701002171188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01608918001932303,0.0,0.0356317034789216,0.0,0.0,0.0,0.0,0.0,0.04892830064334898,0.0,0.033531860682541444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017621910323192578,0.0,0.016534931697648192,0.0,0.09852906888849695,0.0,0.0,0.0,0.01642151148141616,0.0,0.03185457523587981,0.0,0.02633166767916782,0.0,0.01718425275386135,0.0,0.0,0.030215416803687146,0.0,0.0,0.0,0.018705430677798236,0.0,0.08808805592727158,0.0,0.0,0.0,0.018013847972457746,0.0,0.0,0.0178158517394608,0.0,0.0,0.06862159948763191,0.0,0.0,0.0,0.0,0.05298712016110188,0.0,0.1327463909460087,0.0,0.02298594442951047,0.0,0.0,0.0,0.3368767866589628,0.0,0.0,0.0,0.0,0.0,0.0,0.0188500208887957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07899500303750347,0.0,0.018080777401978738,0.0,0.0,0.0,0.018705430677798236,0.0,0.0,0.020093835194589047,0.019687314637712092,0.019145997316376867,0.0,0.0,0.0,0.023099364645742505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Lean Right,Mixed Factuality,Press Holdings,https://www.telegraph.co.uk/news/2024/02/14/transgender-girl-stabbed-14-times-attempted-murder-harrow/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.07199001117336123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04610666404480922,0.0,0.0,0.0,0.0,0.0,0.026235546981219895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05230011010682273,0.0,0.0,0.0,0.3071871098466425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027668221798706094,0.0,0.0,0.0,0.027668221798706094,0.0,0.0,0.0,0.0,0.0,0.0,0.028731792049933126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11361237177495045,0.0,0.0,0.0,0.0,0.0,0.0,0.03063754255146968,0.0,0.0,0.07867140660267838,0.0,0.0,0.0,0.0,0.09112082724733812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09056402138605574,0.0,0.031093129597043922,0.0,0.0,0.0,0.06433466518642622,0.0,0.0,0.0,0.0677117152475059,0.0,0.0,0.0,0.029762906902589762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Lean Right,Mixed Factuality,Murdoch Family,https://www.thesun.co.uk/news/25924807/teen-weeps-court-charge-transgender-girl-stab/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.013830199911587645,0.05385820426740963,0.04587972818816621,0.04211713743238167,0.0,0.0,0.0,0.0,0.0,0.029838347481761455,0.0,0.0,0.0,0.02938409342575153,0.0,0.0,0.0,0.0,0.0,0.0,0.03905103226695819,0.0,0.03300770218981934,0.0,0.0,0.0,0.0,0.0,0.0,0.018059336759809055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666243821337518,0.0,0.0,0.0,0.10876247407229378,0.0,0.0,0.0,0.01629202147719559,0.0,0.0,0.0,0.0,0.01763314763929716,0.0,0.03905103226695819,0.0,0.0,0.0,0.032141893369860695,0.0,0.017874537379529182,0.0,0.01837484102127895,0.0,0.0,0.0,0.0,0.018247486159628193,0.050137827349680954,0.0,0.0,0.0,0.05793889049201845,0.0,0.0,0.0,0.017997370659316437,0.0,0.0,0.0,0.017997370659316437,0.0,0.05236715862276135,0.0,0.0,0.0,0.03766661390026333,0.04163969965198713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09654125900504408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07520674102452143,0.0,0.0,0.021664159889754755,0.0,0.08710789285032826,0.02019060923418155,0.04849504879104295,0.02019060923418155,0.025191746954627725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02885853618506605,0.0,0.0,0.0,0.0,0.0,0.020500461826029888,0.0,0.0,0.02202210194679656,0.04315314083267745,0.020983306605793423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Center,Mixed Factuality,Evgeny Lebedev,https://www.standard.co.uk/news/crime/transgender-harrow-stabbing-wealdstone-charged-attempted-murder-party-b1138889.html?utm_source=ground.news&utm_medium=referral,Individual,0.05189607071685562,0.0,0.05738595329409721,0.0,0.0,0.0,0.0,0.0,0.0,0.01866076895594012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022588456748705896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04169039047151656,0.0,0.0,0.0,0.1632469546898397,0.0,0.0,0.0,0.0,0.0,0.0,0.0324717052952394,0.0,0.022055383212092043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022983086654500978,0.022903195176100885,0.0,0.0,0.0,0.02282379233365207,0.0,0.0,0.0,0.0,0.02415648184931467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04711306346807935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09056470688146588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06271194560604264,0.0,0.0,0.0,0.0,0.10895377257151008,0.0,0.06065717289135031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10828799614026705,0.0,0.0,0.0,0.0,0.0,0.05128358825627975,0.0,0.0,0.02754504796919605,0.026987781119378582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03631792419050336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/society/2024/feb/14/canada-anti-transgender-danielle-smith-doug-ford-politics?utm_source=ground.news&utm_medium=referral,Independent,0.10003731967274744,0.021642775438861592,0.061455487167894465,0.045132424296999894,0.09953822243941637,0.029847374365725328,0.029330814173880164,0.07568114062419613,0.061074581292311796,0.07194276112231146,0.0,0.014514192420033474,0.017133284393317943,0.02361583881744435,0.0344038828243062,0.0,0.0,0.0,0.03861641139419814,0.026875700579588154,0.031385105890763626,0.01195363107337203,0.17243273977538992,0.0,0.0,0.266467465918949,0.031385105890763626,0.0,0.0,0.0,0.018709051170804396,0.03059852971823739,0.0,0.07435693723019718,0.0,0.0,0.015635220893596747,0.12814191736886937,0.10520496527493066,0.0,0.016997642694163848,0.018150062521180132,0.03525238235076491,0.0349647276145232,0.016105304732016965,0.0,0.030931103416432057,0.026187621148699925,0.0,0.0,0.0,0.26849841971088834,0.042514999506048964,0.0,0.031385105890763626,0.10326734608991316,0.028343333004032648,0.11257441893653625,0.02583226789106561,0.16953468326328885,0.0,0.032826308905488,0.0,0.029432854622842286,0.0,0.0,0.019670948964545618,0.0879924425216405,0.0,0.016667885106432304,0.0,0.06540267564758274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017133284393317943,0.0,0.0,0.0,0.0,0.0,0.016732802015364052,0.0,0.0,0.016476111587040067,0.036770115597835655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06346780770110012,0.0,0.02044748885888328,0.015692552945381813,0.09313432737250597,0.0,0.0,0.028343333004032648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016476111587040067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04010037223824482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0494283347611202,0.0,0.04690566268079024,0.035398091236743576,0.017340974308873408,0.0,0.0,0.0,0.060978257847244345,0.020346375127556257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041944604386710965
72,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/japan-ap-lgbtq-tokyo-support-b2496055.html?utm_source=ground.news&utm_medium=referral,Individual,0.04415216977721946,0.007164142582634395,0.00813714255456347,0.01493963302798412,0.01882795274022837,0.0,0.0,0.0,0.18599428202068213,0.007938110031599475,0.0,0.0,0.18148547374515217,0.02345178468093682,0.18221272786077805,0.15262069349338225,0.0,0.0,0.0,0.0,0.07272318744209792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028826730914243755,0.03715816685861132,0.0,0.0,0.00984538608423779,0.0,0.034864047780252004,0.0,0.0,0.0,0.008867343773577417,0.07877129744432468,0.10814386771928029,0.0,0.04629578026183027,0.0,0.0,0.040954975620295944,0.0,0.0,0.0,0.0,0.0,0.01876429199033059,0.0,0.01038902677744256,0.013673329349247362,0.009382145995165295,0.0,0.0,0.0,0.00951058329013495,0.010866090540229127,0.019553564074447097,0.12665636070842506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04329889158150586,0.02055186593317261,0.0,0.02892623670462525,0.0,0.028727819191822088,0.03298878366395933,0.0,0.0,0.019151879461214726,0.02268568421814402,0.0,0.0562652124602319,0.23032331371029305,0.0,0.02004144001880988,0.0,0.0,0.017619633282522716,0.0,0.0,0.010949767213247544,0.021815540793350015,0.0,0.012841782492137247,0.0,0.01112102294394119,0.0,0.0,0.0,0.0,0.0,0.0,0.011164679730698226,0.0,0.009382145995165295,0.0,0.0,0.009985205065366699,0.0,0.0,0.012901486368385125,0.0,0.0,0.0,0.035743953536856825,0.01685080934942909,0.012277766762432281,0.0,0.010907770396675008,0.036994937318601775,0.012015985302142256,0.39439935174744184,0.0,0.0,0.0,0.012171560512975492,0.012666448566970094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01112102294394119,0.03163054172202387,0.0,0.0,0.0,0.0,0.0,0.010351070925181055,0.011717396111673155,0.011480340201423233,0.011164679730698226,0.0,0.011914651178952273,0.03027732752384565,0.0,0.03148518888792369,0.012386055619537107,0.015449292525093573,0.0,0.012224408330285404,0.0,0.02488201373321184,0.0,0.0,0.0,0.0
73,Lean Left,High Factuality,Independent Media,https://apnews.com/article/japan-lgbtq-samesex-marriage-lawsuit-bd8eb6d32d3346e0df54436bb6709fe2?utm_source=ground.news&utm_medium=referral,Independent,0.03816932121944095,0.043353548107543965,0.007034517432340675,0.0,0.01627666725491306,0.0,0.0,0.0,0.05592733558192306,0.006862454851034689,0.0,0.016613706000920214,0.0490291401517885,0.020273945927742232,0.10829634467271916,0.19790969404481257,0.0,0.0,0.0,0.015381668338010393,0.08083133671658395,0.0,0.01518273531417848,0.0,0.0,0.0,0.0,0.0,0.0,0.02492055900138032,0.03212304205904963,0.0,0.0,0.008511285082360273,0.0,0.03013978804323625,0.02684534099470024,0.0,0.02580495469045021,0.0,0.05836918036991472,0.14542859549409115,0.0,0.04002246133847281,0.0276524649249836,0.0,0.026554022620061624,0.01498786243275455,0.0,0.0,0.0,0.0,0.016221632867607083,0.0,0.06286881744623196,0.01182052213297816,0.0,0.0,0.0,0.0,0.0,0.009393678777787434,0.016903954480795937,0.08422597333021294,0.0,0.0,0.0,0.0,0.0,0.028618403435918944,0.0,0.09357916663888162,0.07106792498944342,0.0,0.008335527079940458,0.0,0.04967010066320381,0.028518631964447188,0.0,0.0,0.01655670022106794,0.0882524522732193,0.0,0.03891278691327648,0.0663711024070679,0.0,0.07796574314174724,0.0,0.02077551364201302,0.00761604068296953,0.018859421593971634,0.0,0.009466016826565775,0.0,0.0,0.011101654198328462,0.0,0.07691253212295406,0.05572311712067059,0.0,0.0,0.0,0.0,0.0,0.019303615161086623,0.0,0.008110816433803542,0.0,0.0,0.008632157864608856,0.0,0.07429748949422744,0.01115326788893641,0.01857437237355686,0.0,0.0,0.09270138598522443,0.014567437072996849,0.0,0.0,0.009429710796985817,0.0,0.01038775682100651,0.15153608402280658,0.0,0.0,0.0,0.0,0.010950078931605706,0.0,0.02793976141481132,0.019303615161086623,0.0,0.023761152010164314,0.0,0.02793976141481132,0.0,0.009614066515369257,0.027344438867323323,0.0,0.031163270463019532,0.0,0.0,0.0,0.008948446998233413,0.010129628018250632,0.009924694416324579,0.009651807580543311,0.0,0.020600307996716537,0.026174592228537692,0.023289528261116688,0.0,0.010707680686349877,0.01335583306502997,0.0,0.010567937445217397,0.0,0.0,0.0,0.01021412969114251,0.0,0.0
74,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/valentines-day-lgbtq-activists-japan-call-same-sex-107221713?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.07379672409807586,0.04789710279133122,0.013600565206099131,0.0,0.0314693760400227,0.0,0.01622782883609761,0.0,0.09461387493721879,0.013267898697118268,0.0,0.016060504075351405,0.11375177172512757,0.03919773121998462,0.09517300107325015,0.2806022443028206,0.0,0.0,0.0,0.0,0.0,0.013227145886818545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04818151222605421,0.06210682286943988,0.0,0.0,0.01645575391115665,0.0,0.058272391322178416,0.0,0.0,0.0,0.0,0.03761707187844433,0.20083732160457607,0.0,0.07737959289715776,0.0,0.0,0.0684528767565529,0.0,0.0,0.0,0.0,0.0,0.031362972327140914,0.0,0.03472880932515445,0.022853846562466192,0.0,0.0,0.0,0.0,0.0158961585492902,0.018161777544978913,0.032682175766603844,0.04885285394524491,0.0,0.0,0.0,0.01622782883609761,0.0,0.0,0.0,0.10855580955304017,0.05152613294964879,0.0,0.0,0.0,0.032010792939288164,0.05513804142953793,0.0,0.0,0.032010792939288164,0.03791725724170919,0.0,0.09404267969611081,0.12832216492036602,0.0,0.01674881016107325,0.0,0.0,0.014724884672944038,0.0,0.0,0.018301636228784095,0.0,0.0,0.02146398431337602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018660844843797937,0.0,0.015681486163570457,0.0,0.0,0.01668944985013558,0.0,0.017955884327439116,0.021563774437061485,0.0,0.0,0.0,0.07965744199793462,0.028164743310773913,0.0,0.0,0.018231442000476886,0.0,0.020083732160457606,0.29298049392185893,0.0,0.0,0.0,0.0,0.021170928063459424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018587876111715834,0.07049046882817014,0.0,0.0,0.0,0.0,0.01903460021465003,0.0346019291481945,0.019584664861638575,0.019188445384933316,0.018660844843797937,0.0,0.03982872099896731,0.05060606527331188,0.0,0.0,0.020702274289813295,0.02582222309203568,0.0,0.020432094127291255,0.0,0.0,0.0,0.019748040746799762,0.0,0.023206647335126767
75,Lean Left,Mixed Factuality,Jeff Bezos,https://www.washingtonpost.com/lifestyle/2024/02/14/japan-lgbtq-samesex-marriage-lawsuit/43cf3508-cb35-11ee-aa8e-1e5794a4b2d6_story.html?utm_source=ground.news&utm_medium=referral,Individual,0.09000549832179178,0.0,0.016587804727024355,0.015227440941330455,0.03838133612264163,0.0,0.0,0.0,0.09890995336125843,0.01618207106768196,0.0,0.03917609325530646,0.1156135883653874,0.06374287160045466,0.11607687865648295,0.2800096003721011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05876413988295969,0.07574801740681793,0.0,0.0,0.020070109468084723,0.0,0.07107138810639799,0.0,0.04941074776503897,0.0,0.018076341415575497,0.0,0.19595951916358997,0.0,0.09437531142154933,0.0,0.0,0.06261594290939247,0.0,0.0,0.0,0.0,0.0,0.03825156180923869,0.0,0.021178337030779634,0.027873484542360195,0.0,0.0,0.0,0.0,0.0,0.022150845560202533,0.03986051619587086,0.039721957106025746,0.04396562844819142,0.0,0.0,0.0,0.0,0.0,0.0,0.08826606559176212,0.041895583933731405,0.0,0.0,0.0,0.0,0.06724860698095075,0.0,0.0,0.0,0.04624543534615497,0.0,0.09175863403709866,0.15650695258558006,0.0,0.0,0.022582235139437752,0.0,0.017959070662240922,0.0,0.0,0.022321422922332943,0.0,0.0,0.026178351786036818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022759528418084134,0.0,0.019125780904619347,0.0,0.0,0.040710269157250345,0.0,0.0,0.026300059895979028,0.0,0.0,0.0,0.04857673460230375,0.0343508710958845,0.0,0.0,0.02223581117499159,0.025138423060861698,0.024494939895448747,0.312664602890591,0.0,0.02240769070478546,0.0,0.0,0.025820928416199904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02267053277263745,0.06447979078364273,0.0,0.0,0.0,0.0,0.0,0.02110096290818809,0.02388625703756714,0.023403011583497096,0.022759528418084134,0.0,0.024288367301151876,0.08229496505339351,0.0,0.0,0.025249339135605973,0.031493837776408136,0.0,0.02491981637613849,0.0,0.0,0.0,0.0,0.0,0.0
76,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/14/on-valentines-day-lgbtq-activists-in-japan-call-for-the-right-for-same-sex-couples-to-marry/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.013644020497373732,0.09298305761517103,0.0,0.0,0.0,0.01831888189696853,0.0,0.0,0.04498156633377187,0.0,0.0,0.0890811277114518,0.06309351223914363,0.04348279586274705,0.04223089498815912,0.028297950667260374,0.0,0.0,0.0,0.04948503464155211,0.057788002498166645,0.0,0.016281679517581315,0.0,0.0,0.0,0.0,0.0,0.03702785433280413,0.0,0.06889629109806177,0.0,0.0,0.0,0.0,0.0,0.038384584382299074,0.0,0.018448498400384174,0.0,0.06259401015832515,0.04455853941107811,0.0,0.021459667034084164,0.019769321862984416,0.0,0.05695206789236475,0.0,0.0,0.0,0.0,0.0,0.05218732108612796,0.0,0.01926266749938888,0.0,0.01739577369537599,0.0,0.0,0.0,0.017633913894696027,0.0,0.01812748254783062,0.036128939257427335,0.0,0.26439117057836625,0.024146163509551948,0.0,0.049462881840173105,0.061379674137287364,0.0,0.0,0.01905297620477282,0.0,0.0178777246283114,0.0,0.0,0.0,0.0,0.3768037104634644,0.017755093617179484,0.0,0.0,0.0417293401055501,0.1138801931281823,0.0,0.0,0.0,0.022279269705539055,0.016334597294490293,0.0,0.0,0.060907069413604714,0.0,0.0,0.0,0.0,0.020619887869318603,0.01991880724839157,0.0,0.023592538572574557,0.0,0.01926266749938888,0.0,0.020700833484861573,0.0,0.0,0.0,0.02137252125665505,0.0,0.0,0.01991880724839157,0.0,0.01991880724839157,0.0,0.0,0.0,0.0,0.022764648108646084,0.019192292191149537,0.02022448866596826,0.0,0.0,0.12187833274208561,0.0,0.06114246291124487,0.0,0.02256772728887447,0.0,0.0,0.0,0.020700833484861573,0.0,0.0,0.0,0.0,0.0,0.0,0.01954910763280306,0.0,0.0,0.0,0.0,0.10557723747039781,0.0,0.0,0.0,0.0,0.0,0.02209138246998115,0.01871275995836523,0.0,0.0,0.0,0.0,0.0,0.09066285729644198,0.0,0.02306731744588274,0.0,0.0,0.0,0.0
