,bias,factuality,owner,source,owner_type,transgend,tran,gender,lgbtq,sex,school,marriag,right,sunak,alberta,legal,say,greec,time,question,ghey,brianna,polici,member,colleg,propos,student,board,mother,utah,youth,new,ralli,senat,plan,initi,state,critic,surgeri,jibe,protest,girl,identifi,game,peopl,apolog,japan,activist,countri,orthodox,survey,face,rishi,affirm,divers,oppos,leader,vote,commun,chang,parent,progress,recognit,inclus,rule,transit,support,resign,kentucki,follow,remark,shooter,equiti,greek,group,hundr,limit,year,court
83,Center,Low Factuality,HT Media,https://www.hindustantimes.com/world-news/greek-parliament-to-vote-on-legalizing-same-sex-marriage-in-first-for-an-orthodox-christian-country-101707990643087.html?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.25662504007036246,0.0,0.27091409262483884,0.0,0.0,0.0,0.2917379960941381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34272637117907495,0.34272637117907495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34954569721218515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35701542373355133,0.0,0.0,0.0,0.0,0.0
84,Left,Mixed Factuality,,https://www.lgbtqnation.com/2024/02/transgender-teen-stabbed-14-times-in-a-park-while-attackers-shouted-slurs/?utm_source=ground.news&utm_medium=referral,,0.1578529517581851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24589057828256478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Lean Left,High Factuality,Independent Media,https://apnews.com/article/nebraska-colleges-diversity-tenure-4301096751504e05d723c841dc3671eb?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745848230630114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026460309031395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086678667783745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152640416681153,0.0,0.0,0.0,0.0,0.0,0.0
86,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/nebraska-gop-bills-target-college-professor-tenure-diversity-107213559?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745848230630114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026460309031395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086678667783745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152640416681153,0.0,0.0,0.0,0.0,0.0,0.0
87,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
88,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
89,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/13/nebraska-gop-bills-target-college-professor-tenure-and-diversity-equity-and-inclusion/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2745848230630114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3026460309031395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086678667783745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3152640416681153,0.0,0.0,0.0,0.0,0.0,0.0
90,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/news-pmn/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3207563567949002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33549609046926904,0.0,0.34107379926591386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3535360665168702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36057047619403554,0.0,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.36827580019123896,0.0,0.0,0.0,0.3767936406918309,0.0,0.0
91,Lean Left,Mixed Factuality,Gannett,https://www.usatoday.com/story/tech/gaming/2024/02/13/glaad-gaming-report-video-games-lgbtq-representation/72584494007/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.21169395926158477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28403561234442504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/17-gamers-identify-lgbtq-finds-new-industry-report-20273476/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.2539187441710614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32039520243350217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33511833996257384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465936-1-in-5-active-gamers-identify-as-lgbtq-but-community-is-underrepresented-in-video-games-report/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.21742173308542967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28695010485042777,0.2917207241496979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3023797124238505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Center,High Factuality,,https://www.benzinga.com/general/gaming/24/02/37104505/17-of-gamers-identify-as-lgbtq-industry-suffers-from-lack-of-representation-study?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.2055983557978087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27134578000109943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,Center,High Factuality,News World Communications,https://www.upi.com/Top_News/US/2024/02/13/GLAAD-study-LGBTQ-video-games/2071707868035/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.23387483572227827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2951037568335662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.313796304854617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Center,Mixed Factuality,Forbes Family (Publishers),https://www.forbes.com/sites/maryroeloffs/2024/02/13/new-study-shows-more-gamers-than-ever-identify-as-lgbtq-but-representation-lags-behind/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.25390745472823373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203809573909318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33510344031681566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,,,,https://www.windycitytimes.com/lgbt/Human-Rights-Campaign-report-releases-new-data-on-experiences-of-Black-queer-youth/76645.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1662630914981926,0.0,0.0,0.0,0.0,0.0,0.17333250793912797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19458967861625207,0.3779590729040002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Lean Right,Mixed Factuality,Living Media,https://www.indiatoday.in/india/telangana/story/transgender-beaten-to-death-telangana-rumours-children-kidnapping-police-case-2501723-2024-02-14?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15883989903652573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Lean Left,High Factuality,Independent Media,https://apnews.com/article/fact-check-houston-texas-church-shooter-transgender-641478749917?utm_source=ground.news&utm_medium=referral,Independent,0.16057379404335348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28524024458797453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30057791118486826,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Right,Low Factuality,Herring Networks,https://www.oann.com/video/oan-contribution/texas-church-shooter-identified-officers-found-anti-semitic-writings/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27932086224371777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29434023745439114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Center,High Factuality,Advance Publications,https://spectrumlocalnews.com/tx/south-texas-el-paso/news/2024/02/14/megachurch-shooter-has-not-been-identified-as-transgender--despite-claims-online?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.17329673200243828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30784103045685146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243939649728474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Right,Mixed Factuality,Star News Network,https://floridacapitalstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.14816996724999007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26320632174617753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2773592012424385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Right,Mixed Factuality,Star News Network,https://themichiganstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15236675491152843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2706614158117621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852151635213833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Right,Mixed Factuality,Star News Network,https://tennesseestar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1498182666783197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26613432961254224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28044465115739026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Center,High Factuality,Nexstar Media Group,https://thehill.com/blogs/blog-briefing-room/4465555-most-say-diversity-makes-us-stronger-but-less-support-dei-training-survey/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24128056425574032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28277192772975207,0.0,0.0,0.0,0.2931039419214633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989359160840464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465694-more-than-half-of-black-transgender-youth-have-considered-suicide-in-the-past-year/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.16296766378408062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2849905114208383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30505899336022096,0.0
107,Left,Mixed Factuality,,https://www.advocate.com/youth/black-youth-suicide-risk-trevor?utm_source=ground.news&utm_medium=referral,,0.0,0.1482545000180754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23590142055131985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Center,High Factuality,Government of the United Kingdom,https://www.bbc.co.uk/news/world-europe-68274008?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.33004925399593227,0.0,0.3484266155138127,0.0,0.0,0.0,0.0,0.0,0.38929604974649196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/world/europe/ap-greece-athens-kyriakos-mitsotakis-greek-b2495121.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.2571163822618225,0.0,0.27143279307562573,0.2740948400082489,0.0,0.0,0.0,0.0,0.3032710746283648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-samesex-marriage-religion-0023311da5c02aa39028fe10536f0ad6?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.2571163822618225,0.0,0.27143279307562573,0.2740948400082489,0.0,0.0,0.0,0.0,0.3032710746283648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/rights-campaigner-greece-same-sex-marriage-recognition-decades-107180764?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2571163822618225,0.0,0.27143279307562573,0.2740948400082489,0.0,0.0,0.0,0.0,0.3032710746283648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2571163822618225,0.0,0.27143279307562573,0.2740948400082489,0.0,0.0,0.0,0.0,0.3032710746283648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.2571163822618225,0.0,0.27143279307562573,0.2740948400082489,0.0,0.0,0.0,0.0,0.3032710746283648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.3502149481505837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Right,Mixed Factuality,,https://www.rebelnews.com/transgender_immigrant_opens_fire_inside_texas_megachurch?utm_source=ground.news&utm_medium=referral,,0.1785016708556791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Left,Mixed Factuality,,https://www.advocate.com/crime/transgender-homicides-alarming-rate?utm_source=ground.news&utm_medium=referral,,0.16829168979666234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2989501683367024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
