,bias,factuality,owner,source,owner_type,transgend,tran,gender,lgbtq,sex,school,marriag,right,sunak,alberta,legal,say,greec,time,question,ghey,brianna,polici,member,colleg,propos,student,board,mother,utah,youth,new,ralli,senat,plan,initi,state,critic,surgeri,jibe,protest,girl,identifi,game,peopl,apolog,japan,activist,countri,orthodox,survey,face,rishi,affirm,divers,oppos,leader,vote,commun,chang,parent,progress,recognit,inclus,rule,transit,support,resign,kentucki,follow,remark,shooter,equiti,greek,group,hundr,limit,year,court
266,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-murder-teenagers-britain-sunak-starmer-284cfe4ecbf281ddf6b097331768e61a?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.20114811003352268,0.0,0.0,0.0,0.0,0.0,0.24236759859982956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766695267558791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29001630744183327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30061301917476185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30659440362585555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.20114811003352268,0.0,0.0,0.0,0.0,0.0,0.24236759859982956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766695267558791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29001630744183327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30061301917476185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30659440362585555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.20114811003352268,0.0,0.0,0.0,0.0,0.0,0.24236759859982956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2766695267558791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29001630744183327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30061301917476185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30659440362585555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/07/sunak-criticised-over-transgender-remark-as-murdered-teenagers-mother-watches/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.182374367401145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2752408979070839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31419533554709106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3481790447022514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,Center,High Factuality,Bell Media,https://www.ctvnews.ca/politics/butt-out-poilievre-criticizes-trudeau-feds-on-alberta-s-planned-transgender-rules-1.6758528?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.17086608439800793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661613852230364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035232741173101,0.0,0.0,0.30856942661840947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139896986113737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/politics/poilievre-transgender-puberty-blockers-1.7107486?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537182052421839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,Center,High Factuality,,https://www.winnipegfreepress.com/arts-and-life/life/health/2024/02/06/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,,0.17086608439800793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2661613852230364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3035232741173101,0.0,0.0,0.30856942661840947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3139896986113737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/news/politics/pierre-poilievre-says-he-is-against-the-use-of-puberty-blockers-for-transgender-minors?utm_source=ground.news&utm_medium=referral,Individual,0.16877456322181167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26006988543512355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Right,Mixed Factuality,Leon Cooperman,https://torontosun.com/news/national/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,Individual,0.18839632732155429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2934685817112461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33466366541832737,0.0,0.0,0.3402275349343931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34620390725050293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/poilievre-says-hes-opposed-to-using-puberty-blockers-to-treat-young-people-8221503?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24177156260836064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27871367319633483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2937003992162059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,Center,High Factuality,Bell Media,https://calgary.ctvnews.ca/calgary-students-join-walkout-to-protest-province-s-proposed-gender-policies-1.6759414?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.21244871553214797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28041335124531286,0.0,0.0,0.29661458804316154,0.2922129647471109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31169015037742914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-transgender-policy-student-walkout-1.7107506?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.21516391882292982,0.0,0.0,0.0,0.0,0.0,0.0,0.267588880462807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28399717735682084,0.0,0.0,0.0,0.29594759595682707,0.0,0.0,0.0,0.3004054742508347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215594481303094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Lean Left,High Factuality,Corus Entertainment,https://globalnews.ca/news/10278269/alberta-class-walkout-gender-identity-policies/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.21090490321862423,0.0,0.0,0.2380402579979138,0.0,0.0,0.0,0.26229215030626224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2783756567200972,0.0,0.0,0.0,0.29008952534660487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29911090284382813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315194409257663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.20936960109210953,0.0,0.0,0.0,0.0,0.0,0.0,0.26038276986992465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27634919488251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2969334968272225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312899921839809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.20936960109210953,0.0,0.0,0.0,0.0,0.0,0.0,0.26038276986992465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27634919488251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2969334968272225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312899921839809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Lean Left,High Factuality,,https://www.thereminder.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.20936960109210953,0.0,0.0,0.0,0.0,0.0,0.0,0.26038276986992465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27634919488251125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2969334968272225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.312899921839809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-promises-more-consultation-over-gender-policies-1.7107175?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.21401254550643597,0.0,0.0,0.0,0.0,0.0,0.0,0.26615697357785717,0.0,0.26328841027452876,0.0,0.0,0.0,0.0,0.0,0.28247746729689527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31983873691502235,0.0,0.0,0.0,0.0
283,Lean Right,Mixed Factuality,Murdoch Family,https://nypost.com/2024/02/07/entertainment/pose-star-cecilia-gentili-dead-at-52-you-are-an-inspiration/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Left,Mixed Factuality,Roberts Family,https://www.huffpost.com/entry/cecilia-gentili-pose-actor-and-lgbtq-rights-advocate-dead_n_65c3c068e4b093b2e781e8c7?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.2187457631492493,0.0,0.0,0.0,0.2428353818497504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Center,Mixed Factuality,Roberts Family,https://www.eonline.com/news/1394754/pose-actress-cecilia-gentili-dead-at-52?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Center,High Factuality,Penske Media Corporation,https://deadline.com/2024/02/cecilia-gentili-dead-pose-lgbtq-1235818448/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.2362190182222467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Center,Mixed Factuality,Murdoch Family,https://pagesix.com/2024/02/07/celebrity-news/pose-actress-cecilia-gentili-dead-at-52/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.18087869677916257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Lean Left,Mixed Factuality,,https://www.vulture.com/article/cecilia-gentili-dead-actress-author-activist.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Lean Left,High Factuality,Independent Media,https://apnews.com/article/south-dakota-transgender-settlement-lawsuit-apology-0af19e287d289554c338ae2bcfd2419f?utm_source=ground.news&utm_medium=referral,Independent,0.18261087549893515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355723516640627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Health/wireStory/south-dakota-apologized-pay-300k-transgender-advocates-106995631?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.18261087549893515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355723516640627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/06/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.18261087549893515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355723516640627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,Lean Left,High Factuality,National Amusements,https://www.cbsnews.com/minnesota/news/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.18261087549893515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355723516640627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/state-watch/4453383-south-dakota-apologizes-to-transgender-advocacy-group-will-pay-300k-over-cancelled-contract/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15100471400642004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27749172579696163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.282665560626061,0.0,0.0,0.0,0.0
294,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/health-pmn/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates?utm_source=ground.news&utm_medium=referral,Individual,0.18261087549893515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3355723516640627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,,,,https://pch24.pl/mon-rozwaza-przyjmowanie-w-szeregi-armii-osob-z-zaburzeniami-tozsamosci-plciowej/?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.17164222006212945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2434275288312449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,Lean Left,High Factuality,Independent Media,https://apnews.com/article/lgbtq-catholics-outreach-jesuits-pope-francis-8756a79c5fd0323cd019990f6655b749?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.23943966961456029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32126279566853866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297,Lean Left,Mixed Factuality,Jeff Bezos,https://www.washingtonpost.com/national/2024/02/06/lgbtq-catholics-outreach-jesuits-pope-francis/2780ce02-c4f0-11ee-bbc9-9b5ca9b20779_story.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.23943966961456029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32126279566853866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/06/jesuits-in-us-bolster-outreach-initiative-aimed-at-encouraging-lgbtq-catholics/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.23943966961456029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32126279566853866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
