,bias,factuality,owner,source,owner_type,said,news,transgender,gender,school,state,trans,people,sunak,sex,year,right,share,lgbtq,marriage,brianna,ghey,press,nginx,minister,policy,student,alberta,forbidden,new,child,woman,cline,law,greece,health,say,comment,associated,care,court,church,orthodox,prime,mother,smith,community,feb,board,public,surgery,february,youth,star,change,country,support,life,day,family,weather,javascript,department,parent,district,government,time,group,privacy,colorado,issue,email,parliament,business,couple,member,rule,report,party,world,daily,vote,story,leader,city,man,think,sports,girl,just,video,legal,contact,social,read,labour,post,wednesday,house,game,week,education,free,affirming,police,national,like,japan,daughter,politics,identity,sign,twitter,biden,utah,home,proposed,use,case,facebook,browser,told,apologise,civil,parkrun,old
56,Center,High Factuality,Advance Publications,https://spectrumnews1.com/ky/louisville/news/2024/02/14/dei-initiatives-kentucky-collleges?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.07876560264328925,0.07107112845755827,0.0,0.033588271009245295,0.09400277564120593,0.11369956790664788,0.0,0.047204174686659335,0.0,0.0,0.009325603864505465,0.0,0.012002993590762238,0.0,0.0,0.0,0.0,0.026145888049293887,0.0,0.0,0.0,0.06195264546576669,0.0,0.0,0.010178206877028542,0.0,0.012046062615130899,0.0,0.0,0.0,0.03693174507794985,0.010113496967575186,0.0,0.03252352132085763,0.0,0.04129485652193014,0.0,0.0,0.0,0.0,0.0,0.03693174507794985,0.01235572278223931,0.0,0.08054941848408255,0.0,0.011158234308382026,0.0,0.0,0.013436483597556035,0.012923097159908765,0.0,0.012825065449267472,0.011627576975410189,0.0,0.1507461234635651,0.0,0.0,0.0,0.0,0.026452579147954736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013544158184117224,0.0,0.013490100243721244,0.0,0.0,0.0,0.0,0.0,0.03285609618230182,0.01196020514834809,0.0,0.0,0.014666089507936438,0.013709053941419308,0.015786758361270043,0.0,0.01187545555078966,0.0,0.044388459651335706,0.026556421628350393,0.0,0.0,0.0,0.0,0.0,0.02882688574464988,0.0,0.0,0.0451928165597146,0.0,0.0,0.0,0.0,0.010720205181864017,0.0,0.0,0.013709053941419308,0.0,0.02810362021632469,0.0,0.0,0.0,0.0,0.07304658592712224,0.0,0.0,0.0,0.0,0.0,0.0,0.014230137877143851,0.0,0.0
57,Lean Left,High Factuality,Hearst Communications,https://www.sfgate.com/news/article/diversity-equity-and-inclusion-initiatives-18666074.php?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Lean Left,High Factuality,Mortimer Zuckerman,https://www.usnews.com/news/us/articles/2024-02-13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Center,High Factuality,McClatchy,https://www.kentucky.com/news/local/education/article285472277.html?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Center,High Factuality,Alden Global Capital,https://www.denverpost.com/2024/02/14/aclu-sues-childrens-hospital-colorado-gender-affirming-surgery-transgender/?utm_source=ground.news&utm_medium=referral,Private Equity,0.03537740541261164,0.06583798743241671,0.026079895280846175,0.075430507780415,0.023749396730221577,0.025533961361844246,0.016058421413386478,0.0063604968502071115,0.0,0.0,0.03769717894669375,0.006879240820489703,0.06469343309898029,0.00912499540990081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010434712844857018,0.0,0.0,0.048000963101548284,0.016648641006888693,0.024347087041411027,0.0,0.009350044260455801,0.0,0.18246597522377875,0.013627367925367196,0.008416832729412788,0.0,0.06916605545749974,0.009273749146870904,0.0,0.0,0.0,0.0,0.0,0.016587815929434434,0.0,0.0,0.007752557691513058,0.15338265037413706,0.022552639033553937,0.0,0.027614375768975536,0.0,0.0,0.008203904720274886,0.0,0.0,0.01577744499095828,0.01269511978860416,0.0,0.0,0.010149129439226278,0.013216310541899786,0.0,0.021667309643300617,0.016467405719177722,0.0,0.5047882409817721,0.0,0.0,0.0,0.01824999081980162,0.0,0.0,0.0,0.017086540203058866,0.0,0.017215739781336333,0.0,0.0,0.0,0.0,0.0,0.009880865065357106,0.0,0.08508707333482252,0.0,0.0,0.009052452687438662,0.01993698365818889,0.017891641707659382,0.0,0.0,0.0,0.021169454894382975,0.028640230858492884,0.0,0.0,0.0,0.020298258878452557,0.009880865065357106,0.05805225602101471,0.021586003021252284,0.03901038005102424,0.0,0.0,0.0,0.01847217857160418,0.017891641707659382,0.04733505803562661,0.017891641707659382,0.0,0.0,0.03550453705814936,0.0,0.0,0.00844810499360723,0.019255877371861303,0.0,0.0,0.0,0.0191743098457701,0.0,0.02759624169976845
61,Center,High Factuality,Tegna Inc.,https://www.9news.com/article/news/local/aclu-childrens-hospital-colorado-lawsuit/73-3e991c20-202b-4167-9d04-12198a2872cb?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.043725334243024425,0.026631370816951237,0.019340346611821654,0.08950049222937542,0.0,0.0,0.011908615154666246,0.02830092967361351,0.0,0.013479823935835394,0.018636999861789523,0.01020302424236931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024073772653778476,0.0,0.027735248916570285,0.0,0.024602407805216428,0.06063475705985379,0.0,0.016249372994192584,0.043964752112098035,0.0,0.0,0.0,0.0,0.0,0.0,0.024602407805216428,0.0,0.0,0.0,0.16249372994192582,0.022299468676193743,0.0,0.0,0.0,0.0,0.036503143701732244,0.03844588722804087,0.023237438951108445,0.035100745400406606,0.1318023788380518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3864167325095564,0.0,0.011700248466802203,0.0,0.013533840696697557,0.0,0.0,0.0,0.0,0.0,0.012766860102943192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01577473253592338,0.0,0.01186640922531247,0.053704992532163175,0.014784882001684424,0.0,0.0,0.0,0.0,0.0,0.014159361349190991,0.0,0.0,0.0,0.015052796727066513,0.0,0.051660518155648365,0.0,0.0,0.0,0.0,0.0,0.013698610841918151,0.013268095916581074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01252990297928251,0.0,0.0,0.012962785082064924,0.0,0.0,0.0,0.027286453104183952
62,Center,High Factuality,Nexstar Media Group,https://kdvr.com/news/local/transgender-patient-sues-childrens-hospital-colorado-surgery-denied/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.020815065294563388,0.050710530362795686,0.018413607786601578,0.09053760414965448,0.005589389474784083,0.006009384428018865,0.005668992731639312,0.00449080385739296,0.0,0.012833906029129743,0.022179954466546185,0.024285305016371734,0.0057095680917488775,0.0,0.0,0.0,0.0,0.006218520696852538,0.0,0.0,0.02006598621822689,0.0,0.0,0.0,0.019366223859696566,0.0,0.005730055108210115,0.0,0.006601562082415395,0.0,0.005855881192614922,0.009621549681823893,0.0,0.0,0.04883442221012673,0.0065476942166721504,0.0,0.0,0.0,0.0,0.0,0.011711762385229843,0.023509415385262498,0.0,0.021894651820839845,0.11603059155246788,0.0,0.00843253097741643,0.009748510858768523,0.0,0.0,0.011584669509676786,0.006100610144463005,0.12168178909580508,0.02784900790529184,0.25097350714298994,0.0,0.0,0.0,0.009331324228253361,0.0,0.015298119001865975,0.0,0.0,0.333409967103426,0.0,0.011139603162116735,0.0,0.025770668896183017,0.0,0.0,0.0,0.03619165410838844,0.0,0.006077552779181173,0.007198468090064366,0.0,0.017067643626420295,0.0,0.0,0.013952692060036208,0.0,0.02252827291710649,0.0,0.005648900965835218,0.08308883335140871,0.00703821456291262,0.01894848519417942,0.0,0.02292022043284046,0.0,0.014946610608808922,0.006740440893479187,0.0,0.018794201055060054,0.023509415385262498,0.0,0.0,0.08197513540504232,0.030481425560451095,0.0,0.0,0.0,0.0,0.013042209238907247,0.02526464692557256,0.020052439256476307,0.0,0.018283834438248523,0.0,0.012533919576620546,0.0,0.0,0.005964751400154645,0.0,0.0,0.012341642324923732,0.0,0.0,0.0,0.019484218229089006
63,Lean Left,High Factuality,,https://coloradosun.com/2024/02/14/transgender-patient-suing-childrens-hospital/?utm_source=ground.news&utm_medium=referral,,0.02853756268861174,0.03476220032754372,0.0378677279482928,0.08761942996690321,0.0,0.03295558911926108,0.007772218495163487,0.012313830851742154,0.0,0.00879767592998378,0.02432706626906183,0.0,0.031311390098927604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02063292853665825,0.0,0.0,0.0,0.026551193552207003,0.016115765332352143,0.007855935330765248,0.0,0.009050775921365817,0.0,0.0321137741854614,0.01978679192121178,0.00814743383875911,0.0,0.028693819983512853,0.008976922797496392,0.0,0.0,0.0,0.0,0.0,0.0160568870927307,0.06446306132940857,0.0,0.0,0.16968378026160266,0.0,0.0,0.0,0.0,0.016855800738395228,0.015882642099883205,0.008363968211133374,0.0,0.007636226912249809,0.024577570180604042,0.0,0.0,0.0,0.0,0.0,0.0069912668837927225,0.0,0.007427240339311412,0.3467706739899626,0.0,0.015272453824499618,0.0,0.04416465122405623,0.0,0.00879767592998378,0.0,0.0,0.0,0.0,0.009869137159797318,0.0,0.023399828107340575,0.0,0.0,0.0,0.0,0.01029545974738463,0.0,0.007744672579835083,0.0,0.009649428741281881,0.017318981113945437,0.008868477129911116,0.007855935330765248,0.0,0.0,0.009241179493046564,0.00939984115277933,0.0,0.0,0.009824284654979403,0.0,0.07867183564866786,0.0,0.0,0.0,0.0,0.0,0.008940468321531484,0.008659490556972719,0.0,0.025978471670918154,0.0,0.0,0.008592034437318095,0.0,0.00788420853620008,0.008177705166668721,0.046598878681008316,0.0,0.0,0.0,0.009280297345482491,0.0,0.02671296444582603
64,Lean Left,High Factuality,,https://www.register-herald.com/health/aclu-sues-children-s-hospital-colorado-for-halting-adult-gender-affirming-surgeries/article_2112468e-cb87-11ee-a4f9-2b272b9c30b8.html?utm_source=ground.news&utm_medium=referral,,0.03520695540708174,0.011912868528735002,0.051908482234075154,0.15013416008240582,0.0,0.03388125004449403,0.01598105118267596,0.0,0.0,0.0,0.012505184054338958,0.0,0.016095434272823082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01656842707037774,0.016153187752876087,0.0,0.0,0.0,0.016507895051011474,0.0,0.0,0.0,0.07866606873672106,0.018458135573387897,0.0,0.0,0.0,0.0,0.0,0.016507895051011474,0.03313685414075548,0.0,0.0,0.283481056003628,0.029925305808634915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015701428517884822,0.0,0.0,0.0,0.020200460911141867,0.026305267470459196,0.0,0.02875055403323136,0.0,0.0,0.2268705182084357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019840926331905248,0.0,0.0,0.0,0.0,0.021067459463634787,0.019001493918187402,0.0,0.0,0.0,0.0,0.0,0.13865413804148002,0.0,0.0,0.0,0.0,0.0,0.0,0.01780543893522762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019163101647744835,0.0,0.0,0.0,0.019081927117836118,0.0,0.01830885447166306
65,Lean Right,Mixed Factuality,Reach Plc,https://www.express.co.uk/news/uk/1866457/trans-teen-stabbed-rollerskating-harrow-london?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.008477407087193552,0.0774487979155878,0.01874839772802799,0.0,0.01138202769870618,0.0,0.06926477310594845,0.03657963298131252,0.041664471954701986,0.0,0.03613315654358085,0.02967222258690953,0.0,0.0,0.0,0.040976507001075226,0.041664471954701986,0.0,0.0,0.0,0.020430819141167258,0.0,0.0,0.0,0.009859166970956424,0.011968427781899368,0.011668474034774572,0.0,0.0,0.0,0.023849403315109065,0.019592970838237682,0.08471007122183204,0.0,0.0,0.05333393729174659,0.0,0.0,0.0,0.03182620889797514,0.0,0.011924701657554533,0.023936855563798737,0.0,0.022292732918558475,0.0,0.02161695011243666,0.0,0.0,0.0,0.0,0.011795298022651364,0.0621152935902433,0.022526211984735246,0.011342139630438397,0.05475784755390021,0.0,0.0,0.0,0.0,0.0,0.03115252837593111,0.011838140784203699,0.011031730456065692,0.0,0.023676281568407398,0.0,0.0,0.013119611207710295,0.0,0.0,0.0,0.04913290457238277,0.059176263432767565,0.024752211090339534,0.07329348183643102,0.0,0.0,0.0,0.06507655861751194,0.01420637515200036,0.0,0.0,0.07876014681659958,0.034509644148318155,0.013015311723502386,0.0,0.012862000062896284,0.02634481847453798,0.023336948069549144,0.04239177002186561,0.0,0.0,0.013961647824757102,0.0,0.0,0.0,0.0,0.0,0.09310688535580366,0.0,0.020768352250620743,0.0,0.0,0.039838014727529354,0.0,0.013611350582116617,0.025724000125792568,0.0,0.0,0.025523614061616566,0.0,0.011710468418588324,0.012146400954655114,0.027685452236837098,0.0,0.03769810157894737,0.0,0.0,0.0,0.0396769472894343
66,Lean Left,Mixed Factuality,Reach Plc,https://www.mirror.co.uk/news/uk-news/trans-girl-stabbed-14-times-32121710?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.013533052770494595,0.0,0.044893984659338595,0.0,0.0,0.0,0.01842866613847784,0.04379588874019509,0.0,0.0,0.057681778076638594,0.015789252144212864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01573884862656052,0.0,0.0,0.0,0.0,0.0,0.0,0.015638785866800408,0.0,0.0,0.0,0.10642567066848246,0.0,0.0,0.0,0.02540315453009981,0.0,0.0,0.019106002942453685,0.0,0.05338107416850521,0.0,0.034508585420026223,0.0,0.0,0.0,0.0,0.018829624311116552,0.0,0.017980050525666688,0.018106217215983083,0.0,0.0,0.0,0.0,0.0,0.0,0.033153911812074534,0.018898017081094218,0.0,0.0,0.0,0.018106217215983083,0.0,0.0,0.0,0.0,0.0,0.05882560995715842,0.070850274815113,0.0,0.0,0.0,0.01849440285963373,0.0,0.0,0.022678588232467475,0.0,0.0,0.1005840783266006,0.0,0.02077721390125019,0.0,0.02053247222823925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04954425253919677,0.0,0.0,0.0,0.0,0.0,0.0,0.043457421310757645,0.0,0.0,0.0,0.0,0.0,0.0373884102641178,0.019390113439196763,0.0,0.0,0.0,0.0,0.0,0.0,0.0844519581545469
67,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/transgender-girl-stabbed-14-times-violent-birthday-party-attack-20274868/?utm_source=ground.news&utm_medium=referral,Independent,0.025471410225008775,0.09049616350822522,0.042248896804215744,0.0,0.0,0.0,0.0,0.054953998785477874,0.0,0.0,0.013570813038404737,0.0,0.06986802540107367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015346726016135901,0.0,0.0,0.0,0.029623077411659825,0.017980305218660453,0.017529681291853515,0.0,0.0,0.0,0.0,0.014717371497391432,0.0,0.0,0.0,0.12018627114107654,0.0,0.0,0.0,0.0,0.0,0.0,0.035960610437320906,0.0,0.016745313141295053,0.0,0.0,0.0,0.0,0.03910610174855299,0.0,0.01772021041168671,0.0,0.0,0.03407885080718311,0.0,0.0,0.0,0.0,0.0,0.0,0.03120053186263646,0.017784573579778536,0.016573094169481214,0.0,0.0,0.0,0.0,0.0,0.02657472843350587,0.0,0.0,0.0,0.08890117378910735,0.0,0.0,0.0,0.03480947943477867,0.0,0.0,0.0,0.0,0.0,0.07099335875865048,0.0,0.0,0.0,0.0,0.0,0.017529681291853515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13987553312457737,0.0,0.01560026593131823,0.0,0.0,0.0,0.0,0.02044848683256283,0.0,0.0,0.0,0.019172207890380464,0.0,0.0,0.01824767634084922,0.0,0.0,0.01887809562808396,0.0,0.0,0.0,0.01986904310265541
68,Lean Right,Mixed Factuality,Press Holdings,https://www.telegraph.co.uk/news/2024/02/14/transgender-girl-stabbed-14-times-attempted-murder-harrow/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.06986140019998219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044880509193344305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2981041573336123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027689504610243523,0.0,0.02685012384907827,0.0,0.0,0.0,0.0,0.0,0.0,0.02797950582736281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051592183649406965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1102530648748667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07826153774322295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030173763482520315,0.0,0.0,0.06243240858092693,0.0,0.0,0.0,0.06570960554154864
69,Lean Right,Mixed Factuality,Murdoch Family,https://www.thesun.co.uk/news/25924807/teen-weeps-court-charge-transgender-girl-stab/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.01344898944756176,0.05460831518567066,0.044615116498978806,0.0,0.0,0.0,0.0,0.02901589441803115,0.0,0.0,0.028661737962060712,0.0,0.0,0.0,0.0,0.0,0.0,0.04017898481118767,0.0,0.0,0.032412489834266665,0.0,0.0,0.0,0.015641083551885704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10576458586570582,0.0,0.0,0.0,0.0,0.0,0.0,0.037974644201251045,0.0,0.017683162239072046,0.0,0.0,0.0,0.03149344424666845,0.0,0.0,0.01871266025163838,0.0,0.0,0.017993746747513636,0.0,0.0,0.0,0.0,0.0,0.0,0.06589593902687305,0.05634188455784523,0.017501297857466656,0.0,0.01878062818594841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09388023180527663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0749694598263436,0.0,0.0,0.0,0.02040493058092556,0.0,0.03702292046347465,0.0,0.04828637467862969,0.0,0.022149467677373646,0.0,0.0,0.0,0.0,0.0,0.049236498289560726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018578082256486047,0.0,0.0,0.0,0.019935394754302456,0.0,0.0,0.0,0.041963683778827025
70,Center,Mixed Factuality,Evgeny Lebedev,https://www.standard.co.uk/news/crime/transgender-harrow-stabbing-wealdstone-charged-attempted-murder-party-b1138889.html?utm_source=ground.news&utm_medium=referral,Individual,0.051290313418807,0.0,0.05671611529801775,0.0,0.0,0.0,0.0,0.01844295098193716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1344512110944229,0.0,0.0,0.0,0.032092679057010416,0.0,0.0,0.0,0.0,0.022479382484806906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022714816392796443,0.02287420711315803,0.0,0.0,0.0,0.0,0.0,0.0,0.041884477378926296,0.02387451512286945,0.0,0.0,0.02387451512286945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08950758962034608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06353566326095382,0.0,0.0,0.0,0.0,0.0,0.047064680997164515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06259095869278515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05068498016462182,0.0,0.0,0.0,0.02667276602969295
71,Lean Left,Mixed Factuality,Scott Trust Limited,https://www.theguardian.com/society/2024/feb/14/canada-anti-transgender-danielle-smith-doug-ford-politics?utm_source=ground.news&utm_medium=referral,Independent,0.09671348031014614,0.0,0.05941356753265523,0.09623096607839227,0.028855665690286657,0.0,0.07316655951550419,0.06955239138774823,0.0,0.016564013992397084,0.022901154195813518,0.06268740493935027,0.0,0.03326077962710105,0.0,0.0,0.0,0.03210360543419404,0.0,0.0,0.1683373941090964,0.019017362136330245,0.25761381955005985,0.0,0.024994915987682376,0.030342304557217408,0.02958186315971793,0.0,0.0,0.0,0.015115725141220438,0.012418002998973303,0.0,0.0,0.03601593871569263,0.033802989791798965,0.0,0.0,0.0,0.0,0.25957729288391257,0.030231450282440876,0.030342304557217408,0.0,0.04238732755591698,0.09983618588962109,0.02740159759754329,0.10883402199160326,0.025163729561860634,0.08249090010362234,0.031735622169518855,0.0,0.0,0.02855417591251939,0.0,0.0,0.0,0.0,0.09248441849043579,0.0,0.06496036103892537,0.0,0.0,0.0,0.0,0.09003600463097451,0.0,0.0,0.016630389813550524,0.0,0.0,0.021044116682824684,0.0,0.0,0.0,0.0,0.0,0.0,0.09083834978763893,0.0,0.0,0.0,0.0,0.0,0.0,0.01649818002072447,0.018167669957527787,0.0,0.016697316477690727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03699376739617432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033665718890989745,0.01630384250275413,0.0,0.0,0.0,0.0,0.0,0.08969130321747153,0.014844163566824563,0.0,0.0,0.0,0.047786029217106285,0.0,0.0,0.0,0.01676480320410726
72,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/japan-ap-lgbtq-tokyo-support-b2496055.html?utm_source=ground.news&utm_medium=referral,Individual,0.04374412760147074,0.022202347589918615,0.00806194132732832,0.018653949993822444,0.0,0.0,0.0,0.00786474820804765,0.0,0.17980823505116691,0.02330626266718513,0.19564201639687895,0.0,0.18052876808483556,0.1512102151374703,0.0,0.0,0.07623350015328688,0.0,0.0,0.0,0.0,0.0,0.0,0.00847902064050615,0.0,0.0,0.0,0.03468396207453109,0.0,0.0,0.0,0.0,0.09482874947389631,0.0,0.045867927429198506,0.0,0.0,0.0,0.0,0.0,0.04102163673021729,0.010293014257297593,0.0,0.019172060185873047,0.013546964210556615,0.009295438789508675,0.0,0.0,0.01119334899908819,0.010765669128364441,0.030432360773360624,0.0,0.12592356028340804,0.019508795482882594,0.0,0.0,0.0,0.0,0.032683910423766026,0.03305473655133811,0.008930535811040884,0.020361931256499155,0.01897488307339364,0.0,0.0,0.019508795482882594,0.0,0.011283048005302223,0.22819472916900754,0.05619007345348966,0.0,0.0,0.012723102280156202,0.0,0.0,0.0,0.009963525750926532,0.0,0.01119334899908819,0.0,0.0,0.0,0.0,0.009892924554109209,0.0,0.04930412204968252,0.0,0.0,0.020070099730640008,0.0,0.0,0.03541361777658428,0.0,0.0,0.0,0.0,0.03665304031124431,0.0,0.013345535936770177,0.0,0.017861071622081767,0.3907544217153974,0.0,0.0,0.011061498839887232,0.02341190140524344,0.0,0.0,0.0,0.0,0.0,0.0,0.031338220979249765,0.0,0.03119421145595349,0.0,0.0,0.011854507796443637,0.0,0.011374242063602128
73,Lean Left,High Factuality,Independent Media,https://apnews.com/article/japan-lgbtq-samesex-marriage-lawsuit-bd8eb6d32d3346e0df54436bb6709fe2?utm_source=ground.news&utm_medium=referral,Independent,0.03732370179688433,0.08208918544392575,0.006878671732730209,0.015916067026103244,0.0,0.0,0.0,0.0067104210992398805,0.0,0.04794292766859438,0.019885549112211107,0.043546223355551104,0.017063139432084033,0.10589710126148204,0.19352511826903768,0.0,0.0,0.08362868749961298,0.0,0.0,0.014991883588299849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029593317516765836,0.0,0.026250597860030308,0.0,0.0,0.06935187146320594,0.0,0.03913578665930413,0.0,0.0,0.0,0.0,0.0,0.026250597860030308,0.06147599484925524,0.0,0.016358132998528147,0.011558645243867656,0.0,0.0,0.0,0.009550475527974068,0.009185567211482998,0.0259657334769187,0.0,0.08264728531614361,0.01664544488469883,0.0,0.0,0.0,0.0,0.027886818027929042,0.08460965146612524,0.0,0.06949345586681042,0.016189896022484194,0.0,0.0,0.008322722442349415,0.0,0.0770160736447142,0.06490068869524834,0.0383543421348755,0.0,0.0,0.010855703416059055,0.054488603416543296,0.0,0.0,0.0,0.0,0.019100951055948136,0.0,0.0,0.0336630596020167,0.0,0.00844091735742451,0.028651426583922203,0.09465219703055082,0.018875954637287234,0.01933150349950187,0.07705964350052046,0.0,0.0,0.09064763994042714,0.0,0.0,0.0,0.0,0.0,0.0,0.011386781059199052,0.0,0.007619780614540814,0.14817888898307427,0.0,0.029232644812594286,0.009437977318643617,0.0,0.018875954637287234,0.027320772023353958,0.0,0.0,0.0,0.01718599514614545,0.026738638505504383,0.03047286607719325,0.0,0.0,0.0,0.020229189068496897,0.0,0.009704818503071274
