,bias,factuality,owner,source,owner_type,transgender,state,gender,sex,school,lgbtq,board,people,marriage,new,greece,trans,woman,member,policy,say,wednesday,said,year,alberta,public,minister,orthodox,child,youth,government,right,prime,university,department,utah,student,record,surgery,education,girl,change,country,according,day,court,church,mother,legal,official,parliament,social,christian,house,couple,alabama,post,proposed,senate,sunak,gov,law,group,legalize,ghey,conservative,game,survey,health,vote
86,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Politics/wireStory/nebraska-gop-bills-target-college-professor-tenure-diversity-107213559?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16520061301530978,0.0,0.0,0.1733855642855101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.08430848825207596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10285982712974194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11422146107277406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2558535402458664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12203947861248696
88,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/13/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.08327027459078523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10352603260591602,0.0,0.0,0.0,0.0,0.10159316371377834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128148852491894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11882478659160839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1128148852491894,0.0,0.0,0.0,0.0,0.25270284158811507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12053662811025223
89,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/13/nebraska-gop-bills-target-college-professor-tenure-and-diversity-equity-and-inclusion/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.1729383507927567,0.0,0.0,0.0,0.0,0.0,0.09855628075359614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22888549964714328,0.0,0.0,0.12011287606243042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/news-pmn/diversity-equity-and-inclusion-initiatives-limited-at-kentucky-colleges-under-senate-bill?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.10570208162522184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1289608919414644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14320558287758378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1603886652214086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Lean Left,Mixed Factuality,Gannett,https://www.usatoday.com/story/tech/gaming/2024/02/13/glaad-gaming-report-video-games-lgbtq-representation/72584494007/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.17614260076152544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23063883177043074,0.0,0.0,0.0
92,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/13/17-gamers-identify-lgbtq-finds-new-industry-report-20273476/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.13440710945311837,0.0,0.0,0.0,0.4457635079363305,0.0,0.0,0.0,0.07982513323257348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07982513323257348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09217204400929639,0.0,0.0,0.0,0.19455898094657315,0.0,0.0,0.0
93,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465936-1-in-5-active-gamers-identify-as-lgbtq-but-community-is-underrepresented-in-video-games-report/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.19593839961476867,0.0,0.10100701411637089,0.0,0.10526305031362154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11017628352628199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2565591934645095,0.0,0.0,0.0
94,Center,High Factuality,,https://www.benzinga.com/general/gaming/24/02/37104505/17-of-gamers-identify-as-lgbtq-industry-suffers-from-lack-of-representation-study?utm_source=ground.news&utm_medium=referral,,0.0,0.11662480990009218,0.0,0.0,0.0,0.25785880218687907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18007092203714536,0.0,0.0
95,Center,High Factuality,News World Communications,https://www.upi.com/Top_News/US/2024/02/13/GLAAD-study-LGBTQ-video-games/2071707868035/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.29195300788220174,0.0,0.0,0.0,0.1568445195956422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19113973672098294,0.0,0.0,0.0
96,Center,Mixed Factuality,Forbes Family (Publishers),https://www.forbes.com/sites/maryroeloffs/2024/02/13/new-study-shows-more-gamers-than-ever-identify-as-lgbtq-but-representation-lags-behind/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.1537034503987743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20125729997056419,0.0,0.0,0.0
97,,,,https://www.windycitytimes.com/lgbt/Human-Rights-Campaign-report-releases-new-data-on-experiences-of-Black-queer-youth/76645.html?utm_source=ground.news&utm_medium=referral,,0.07555629241153249,0.0,0.0,0.0,0.0,0.12074114265575266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13849577961196285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,Lean Right,Mixed Factuality,Living Media,https://www.indiatoday.in/india/telangana/story/transgender-beaten-to-death-telangana-rumours-children-kidnapping-police-case-2501723-2024-02-14?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09396038217500684,0.0,0.0,0.0,0.0,0.0,0.0,0.1548072834163969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18183997945311392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Lean Left,High Factuality,Independent Media,https://apnews.com/article/fact-check-houston-texas-church-shooter-transgender-641478749917?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.12088927712896298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17870761828288267,0.0,0.0,0.0,0.0,0.162832830363622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Right,Low Factuality,Herring Networks,https://www.oann.com/video/oan-contribution/texas-church-shooter-identified-officers-found-anti-semitic-writings/?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.256643603602158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Center,High Factuality,Advance Publications,https://spectrumlocalnews.com/tx/south-texas-el-paso/news/2024/02/14/megachurch-shooter-has-not-been-identified-as-transgender--despite-claims-online?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.14533177116016177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2148403506223219,0.0,0.0,0.0,0.0,0.1957558536355718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Right,Mixed Factuality,Star News Network,https://floridacapitalstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15386241959067698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32679714351533395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Right,Mixed Factuality,Star News Network,https://themichiganstar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15386241959067698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32679714351533395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Right,Mixed Factuality,Star News Network,https://tennesseestar.com/uncategorized/houston-church-shooter-identified-as-transgender-with-a-long-criminal-history/admin/2024/02/13/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.15386241959067698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32679714351533395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Center,High Factuality,Nexstar Media Group,https://thehill.com/blogs/blog-briefing-room/4465555-most-say-diversity-makes-us-stronger-but-less-support-dei-training-survey/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17866850227041348,0.0,0.0,0.0,0.0,0.0,0.09350399548897499,0.0,0.18700799097794998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10447174371479302,0.09350399548897499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/lgbtq/4465694-more-than-half-of-black-transgender-youth-have-considered-suicide-in-the-past-year/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.05246835048717532,0.0,0.0,0.0,0.0,0.16769188611264127,0.0,0.1728916510605584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942932514796899,0.09008831081485759,0.0,0.0,0.0,0.0,0.0,0.10154113418521805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942932514796899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Left,Mixed Factuality,,https://www.advocate.com/youth/black-youth-suicide-risk-trevor?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.17792259283230727,0.0,0.18343959000550691,0.0,0.19116900901568357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Center,High Factuality,Government of the United Kingdom,https://www.bbc.co.uk/news/world-europe-68274008?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28338080011534167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789736932249354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2789736932249354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/world/europe/ap-greece-athens-kyriakos-mitsotakis-greek-b2495121.html?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24854716457529252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lean Left,High Factuality,Independent Media,https://apnews.com/article/greece-samesex-marriage-religion-0023311da5c02aa39028fe10536f0ad6?utm_source=ground.news&utm_medium=referral,Independent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20068482393710133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20576256793634487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/International/wireStory/rights-campaigner-greece-same-sex-marriage-recognition-decades-107180764?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24854716457529252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Center,High Factuality,News-Press & Gazette Company,https://krdo.com/news/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.09698912535165514,0.0,0.0,0.0,0.0,0.10368457028313285,0.0,0.23238262031505671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11913119228883266,0.0,0.11913119228883266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12800486544771175,0.0,0.0,0.0,0.0,0.0,0.12414415625354368
113,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/12/for-rights-campaigner-in-greece-same-sex-marriage-recognition-follows-decades-of-struggle/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.09698912535165514,0.0,0.0,0.0,0.0,0.10368457028313285,0.0,0.23238262031505671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11913119228883266,0.0,0.11913119228883266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12800486544771175,0.0,0.0,0.0,0.0,0.0,0.12414415625354368
114,Right,Mixed Factuality,,https://www.rebelnews.com/transgender_immigrant_opens_fire_inside_texas_megachurch?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15445264679330276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Left,Mixed Factuality,,https://www.advocate.com/crime/transgender-homicides-alarming-rate?utm_source=ground.news&utm_medium=referral,,0.09463715828871759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16249227679899675,0.0,0.0,0.0,0.0,0.17174473643095806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19254994523407457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Right,Low Factuality,,https://www.newsbusters.org/blogs/nb/jorge-bonilla/2024/02/13/nets-excise-trans-identity-lakewood-shooter-coverage?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08401867785986912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10118669768655704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Left,Mixed Factuality,,https://www.advocate.com/news/false-transgender-claim-texas-shooter?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33009122781012973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19557559623498774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Far Right,Low Factuality,,https://thenewamerican.com/us/crime/lakewood-woman-shooter-a-transgender-salvadoran-immigrant/?utm_source=ground.news&utm_medium=referral,,0.04990872561761546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856934274484611,0.0,0.0,0.17603725620556065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10021399045354096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09658753434968811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Lean Left,Mixed Factuality,Jeff Bezos,https://www.washingtonpost.com/nation/2024/02/12/north-carolina-governors-race-transgender-bathroom/?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17962769170226306,0.3592553834045261,0.0,0.0,0.0,0.0,0.18304521277125907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21009506301623196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/campaign/4464245-trans-women-should-be-arrested-over-bathroom-use-nc-gov-candidate-mark-robinson/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1338251561471124,0.0,0.0,0.0,0.0,0.0,0.0,0.11024385169763755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12025162775007397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12391686985739883,0.12265172589025845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12949480983791511,0.0,0.0,0.0,0.13802203798428506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Left,Mixed Factuality,Roberts Family,https://www.huffpost.com/entry/gop-gov-candidate-says-trans-women-should-be-arrested-for-using-bathroom_n_65cb80bbe4b01f4a8b025436?utm_source=ground.news&utm_medium=referral,Individual,0.11976445452458831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21121563118036066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24704075926335595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
