,bias,factuality,owner,source,owner_type,transgender,state,gender,sex,school,lgbtq,board,people,marriage,new,greece,trans,woman,member,policy,say,wednesday,said,year,alberta,public,minister,orthodox,child,youth,government,right,prime,university,department,utah,student,record,surgery,education,girl,change,country,according,day,court,church,mother,legal,official,parliament,social,christian,house,couple,alabama,post,proposed,senate,sunak,gov,law,group,legalize,ghey,conservative,game,survey,health,vote
261,Lean Left,Mixed Factuality,Alfred Harmsworth (Barrister),https://metro.co.uk/2024/02/07/rishi-makes-trans-joke-pmqs-brianna-gheys-mum-watches-20239185/?utm_source=ground.news&utm_medium=referral,Independent,0.05350926968034207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09436851872617368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10608637821887856,0.0,0.0,0.0,0.0,0.0,0.11037474066852991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10887062896618606,0.0,0.0,0.10744368593994072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22392969430618254,0.0,0.0,0.0,0.0,0.11365138108218747,0.0,0.0,0.0,0.0,0.0
262,Lean Right,Mixed Factuality,Murdoch Family,https://www.thesun.co.uk/news/politics/25780055/rishi-sunak-risks-row-after-making-trans-jibe/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30918313270231146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1783484713832874,0.0,0.0,0.1760108977888431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18341732318474352,0.0,0.0,0.0,0.0,0.18618015050600184,0.0,0.0,0.0,0.0,0.0
263,,,Murdoch Family,https://www.themercury.com.au/news/national/transgender-student-at-elite-school-put-into-girls-dormitory/video/0e78f2fb3e1669f940f6290bf7db5f7f?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10843945217151266,0.0,0.0,0.0,0.17866271525553165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09744072797207089,0.0,0.09744072797207089,0.0,0.0,0.0,0.0,0.0,0.10493054252401648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21236715573969506,0.0,0.0,0.0,0.20746168857475644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,Center,High Factuality,Bell Media,https://www.ctvnews.ca/world/u-k-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament-1.6759573?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.08913969305731939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15720604754610143,0.0,0.0,0.0,0.14924191761591749,0.0,0.0,0.0,0.0,0.17672652324514168,0.0,0.0,0.0,0.0,0.0,0.18387039410647188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18136473375506348,0.0,0.0,0.17898762668315513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18651931091675542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,Lean Left,Mixed Factuality,Evgeny Lebedev,https://www.independent.co.uk/news/uk/politics/ap-brianna-ghey-labour-party-london-parliament-b2492219.html?utm_source=ground.news&utm_medium=referral,Individual,0.08657923681736013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152690447462759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17165021533236527,0.0,0.0,0.0,0.0,0.0,0.178588885030252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17615519748312347,0.0,0.0,0.17384637063999497,0.0,0.0,0.16955624452929932,0.0,0.0,0.0,0.0,0.0,0.18116171412536175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,Lean Left,High Factuality,Independent Media,https://apnews.com/article/transgender-murder-teenagers-britain-sunak-starmer-284cfe4ecbf281ddf6b097331768e61a?utm_source=ground.news&utm_medium=referral,Independent,0.08657923681736013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.152690447462759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17165021533236527,0.0,0.0,0.0,0.0,0.0,0.178588885030252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17615519748312347,0.0,0.0,0.17384637063999497,0.0,0.0,0.16955624452929932,0.0,0.0,0.0,0.0,0.0,0.18116171412536175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,Center,High Factuality,News-Press & Gazette Company,https://kvia.com/news/ap-national/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.06107595667619295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10771306720774966,0.0,0.0,0.0,0.1022562741911223,0.10976237081511786,0.0,0.0,0.0,0.12108793632836265,0.0,0.0,0.0,0.0,0.0,0.12598271139726888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1242659049127607,0.0,0.0,0.12263717944199663,0.0,0.0,0.11961077766133653,0.0,0.0,0.0,0.0,0.0,0.25559534618320556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,Center,High Factuality,,https://www.winnipegfreepress.com/world/2024/02/07/uk-leader-sunak-criticized-for-gender-remark-as-mother-of-murdered-teenager-attends-parliament?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17932248567088074,0.0,0.0,0.0,0.17023792691770917,0.0,0.0,0.0,0.0,0.2015891877378187,0.0,0.0,0.0,0.0,0.0,0.2097380897690197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21275966784550004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,,,MNA Media,https://www.shropshirestar.com/news/uk-news/2024/02/07/sunak-criticised-over-transgender-remark-as-murdered-teenagers-mother-watches/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.08664918368665125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1528138052002869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17629751225773044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18130807363607465,0.0,0.0,0.0,0.0,0.18403912919129023,0.0,0.0,0.0,0.0,0.0
270,Center,High Factuality,Bell Media,https://www.ctvnews.ca/politics/butt-out-poilievre-criticizes-trudeau-feds-on-alberta-s-planned-transgender-rules-1.6758528?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10118942467833161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18185210283314046,0.0,0.0,0.0,0.1958302262980222,0.0,0.0,0.0,0.0,0.1958302262980222,0.1873949133304328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19359124828915086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2087256390152472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20318282851795494,0.0,0.0,0.21492197397396534,0.0
271,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/politics/poilievre-transgender-puberty-blockers-1.7107486?utm_source=ground.news&utm_medium=referral,Government,0.0,0.0,0.10730794258398733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13171631585705013,0.0,0.0,0.0,0.0,0.1250435073373711,0.13422229519857687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14996618220929817,0.0,0.0,0.0,0.0
272,Center,High Factuality,,https://www.winnipegfreepress.com/arts-and-life/life/health/2024/02/06/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,,0.08548582248702216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15363044736249468,0.0,0.0,0.0,0.16543930372292062,0.0,0.0,0.0,0.0,0.16543930372292062,0.15831306825649605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16354779305145314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1763334753811339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17165085448713255,0.0,0.0,0.18156820017609102,0.0
273,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/news/politics/pierre-poilievre-says-he-is-against-the-use-of-puberty-blockers-for-transgender-minors?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2449419554336868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,Right,Mixed Factuality,Leon Cooperman,https://torontosun.com/news/national/butt-out-poilievre-criticizes-trudeau-feds-on-albertas-planned-transgender-rules?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21242552581282398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21890020724913667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22613828528734234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23734242558452168,0.0,0.0,0.25105518505904,0.0
275,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/indigenous-news/poilievre-says-hes-opposed-to-using-puberty-blockers-to-treat-young-people-8221503?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18033786669483176,0.0,0.0,0.0,0.0,0.0,0.0,0.20845477154280925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21628137239485917,0.0,0.0,0.0,0.0
276,Center,High Factuality,Bell Media,https://calgary.ctvnews.ca/calgary-students-join-walkout-to-protest-province-s-proposed-gender-policies-1.6759414?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09788388979852485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1638818680679479,0.0,0.0,0.18943307910990126,0.0,0.0,0.0,0.0,0.18943307910990126,0.18127332083911032,0.0,0.0,0.0,0.0,0.0,0.1916952073528767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-transgender-policy-student-walkout-1.7107506?utm_source=ground.news&utm_medium=referral,Government,0.1170902447979974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21249193863279645,0.0,0.19603806192751366,0.0,0.0,0.22660282148034352,0.0,0.0,0.0,0.0,0.22660282148034352,0.21684199060831794,0.0,0.0,0.0,0.0,0.0,0.22930881477790915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,Lean Left,High Factuality,Corus Entertainment,https://globalnews.ca/news/10278269/alberta-class-walkout-gender-identity-policies/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2613068386138964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28475254263120076,0.0,0.0,0.0,0.0,0.28139227725033833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29992194766526536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,Lean Left,High Factuality,Glacier Media,https://www.coastreporter.net/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.08742512341709692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15865654728247813,0.1571156529882944,0.0,0.0,0.15010919188991495,0.1691924008593433,0.0,0.0,0.0,0.0,0.1691924008593433,0.16190450215256016,0.1602515189519121,0.0,0.0,0.0,0.0,0.17121282364019616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,Lean Left,High Factuality,Glacier Media,https://www.sasktoday.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.08742512341709692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15865654728247813,0.1571156529882944,0.0,0.0,0.15010919188991495,0.1691924008593433,0.0,0.0,0.0,0.0,0.1691924008593433,0.16190450215256016,0.1602515189519121,0.0,0.0,0.0,0.0,0.17121282364019616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,Lean Left,High Factuality,,https://www.thereminder.ca/alberta-news/teens-plan-class-walkout-on-wednesday-to-oppose-albertas-gender-identity-policies-8220650?utm_source=ground.news&utm_medium=referral,,0.08742512341709692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15865654728247813,0.1571156529882944,0.0,0.0,0.15010919188991495,0.1691924008593433,0.0,0.0,0.0,0.0,0.1691924008593433,0.16190450215256016,0.1602515189519121,0.0,0.0,0.0,0.0,0.17121282364019616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Lean Left,High Factuality,Government of Canada,https://www.cbc.ca/news/canada/edmonton/alberta-promises-more-consultation-over-gender-policies-1.7107175?utm_source=ground.news&utm_medium=referral,Government,0.08359178071044845,0.0,0.24020607145051606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14742179383969736,0.0,0.1516999094807135,0.0,0.0,0.0,0.0,0.1617737958805407,0.0,0.16572734626008262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16572734626008262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,Lean Right,Mixed Factuality,Murdoch Family,https://nypost.com/2024/02/07/entertainment/pose-star-cecilia-gentili-dead-at-52-you-are-an-inspiration/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.1306762782251337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,Left,Mixed Factuality,Roberts Family,https://www.huffpost.com/entry/cecilia-gentili-pose-actor-and-lgbtq-rights-advocate-dead_n_65c3c068e4b093b2e781e8c7?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,Center,Mixed Factuality,Roberts Family,https://www.eonline.com/news/1394754/pose-actress-cecilia-gentili-dead-at-52?utm_source=ground.news&utm_medium=referral,Individual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,Center,High Factuality,Penske Media Corporation,https://deadline.com/2024/02/cecilia-gentili-dead-pose-lgbtq-1235818448/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0,0.0,0.0,0.0,0.0,0.08248436520077668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09989220336407455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,Center,Mixed Factuality,Murdoch Family,https://pagesix.com/2024/02/07/celebrity-news/pose-actress-cecilia-gentili-dead-at-52/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.09297926283568989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,Lean Left,Mixed Factuality,,https://www.vulture.com/article/cecilia-gentili-dead-actress-author-activist.html?utm_source=ground.news&utm_medium=referral,,0.0,0.0,0.0,0.13457502231964316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14518212384456075,0.14518212384456075,0.0,0.0,0.0,0.0,0.0,0.14134682696894216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,Lean Left,High Factuality,Independent Media,https://apnews.com/article/south-dakota-transgender-settlement-lawsuit-apology-0af19e287d289554c338ae2bcfd2419f?utm_source=ground.news&utm_medium=referral,Independent,0.09226390916938694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19031478299874977,0.0,0.18292052989263052,0.0,0.0,0.0,0.0,0.0,0.19596456396777515,0.0
290,Lean Left,High Factuality,The Walt Disney Company,https://abcnews.go.com/Health/wireStory/south-dakota-apologized-pay-300k-transgender-advocates-106995631?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10551749485310684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21765324400761196,0.0,0.20919681645005966,0.0,0.0,0.0,0.0,0.0,0.22411460836651687,0.0
291,Center,High Factuality,News-Press & Gazette Company,https://localnews8.com/news/ap-national/2024/02/06/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.0532305898480797,0.07694579746849742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09566310639371169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10979990168456953,0.0,0.10553387331152377,0.0,0.0,0.0,0.0,0.0,0.33917843141164605,0.0
292,Lean Left,High Factuality,National Amusements,https://www.cbsnews.com/minnesota/news/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.10551749485310684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21765324400761196,0.0,0.20919681645005966,0.0,0.0,0.0,0.0,0.0,0.22411460836651687,0.0
293,Center,High Factuality,Nexstar Media Group,https://thehill.com/homenews/state-watch/4453383-south-dakota-apologizes-to-transgender-advocacy-group-will-pay-300k-over-cancelled-contract/?utm_source=ground.news&utm_medium=referral,Media Conglomerate,0.07176188283417394,0.20746624519005166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12321536212587154,0.0,0.0,0.0,0.0,0.0,0.0,0.13289740362579971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1480248049548177,0.0,0.28454726777337536,0.0,0.0,0.0,0.0,0.0,0.15241914423209244,0.0
294,Lean Right,High Factuality,Leon Cooperman,https://nationalpost.com/pmn/health-pmn/south-dakota-has-apologized-and-must-pay-300k-to-transgender-advocates?utm_source=ground.news&utm_medium=referral,Individual,0.09489974570417972,0.13717932928427143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1629431401572036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19575178065748008,0.0,0.18814628522854931,0.0,0.0,0.0,0.0,0.0,0.2015629670907417,0.0
295,,,,https://pch24.pl/mon-rozwaza-przyjmowanie-w-szeregi-armii-osob-z-zaburzeniami-tozsamosci-plciowej/?utm_source=ground.news&utm_medium=referral,,0.11621102637892507,0.0,0.08348486498453289,0.0,0.0,0.0,0.0,0.28720051281684755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11667269143838153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11667269143838153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
